fiscal_year,state,region,gender,unemployment_rate,unit,note
2021-22,Rajasthan,rural+urban,male,6.5,unemployment_rate in percentage,
2021-22,Rajasthan,rural+urban,female,2.9,unemployment_rate in percentage,
2021-22,Rajasthan,rural+urban,person,5.4,unemployment_rate in percentage,
2021-22,Sikkim,rural,male,1.2,unemployment_rate in percentage,
2021-22,Sikkim,rural,female,2,unemployment_rate in percentage,
2021-22,Sikkim,rural,person,1.5,unemployment_rate in percentage,
2021-22,Sikkim,urban,male,1.9,unemployment_rate in percentage,
2021-22,Sikkim,urban,female,5.9,unemployment_rate in percentage,
2021-22,Sikkim,urban,person,3,unemployment_rate in percentage,
2021-22,Sikkim,rural+urban,male,1.3,unemployment_rate in percentage,
2021-22,Sikkim,rural+urban,female,2.5,unemployment_rate in percentage,
2021-22,Sikkim,rural+urban,person,1.8,unemployment_rate in percentage,
2021-22,Tamil Nadu,rural,male,5.4,unemployment_rate in percentage,
2021-22,Tamil Nadu,rural,female,4.2,unemployment_rate in percentage,
2021-22,Tamil Nadu,rural,person,4.9,unemployment_rate in percentage,
2021-22,Tamil Nadu,urban,male,6,unemployment_rate in percentage,
2021-22,Tamil Nadu,urban,female,6.4,unemployment_rate in percentage,
2021-22,Tamil Nadu,urban,person,6.1,unemployment_rate in percentage,
2021-22,Tamil Nadu,rural+urban,male,5.7,unemployment_rate in percentage,
2021-22,Tamil Nadu,rural+urban,female,4.9,unemployment_rate in percentage,
2021-22,Tamil Nadu,rural+urban,person,5.4,unemployment_rate in percentage,
2021-22,Telangana,rural,male,4,unemployment_rate in percentage,
2021-22,Telangana,rural,female,3.2,unemployment_rate in percentage,
2021-22,Telangana,rural,person,3.7,unemployment_rate in percentage,
2021-22,Telangana,urban,male,6,unemployment_rate in percentage,
2021-22,Telangana,urban,female,11.9,unemployment_rate in percentage,
2021-22,Telangana,urban,person,7.5,unemployment_rate in percentage,
2021-22,Telangana,rural+urban,male,4.7,unemployment_rate in percentage,
2021-22,Telangana,rural+urban,female,5,unemployment_rate in percentage,
2021-22,Telangana,rural+urban,person,4.8,unemployment_rate in percentage,
2021-22,Tripura,rural,male,2.6,unemployment_rate in percentage,
2021-22,Tripura,rural,female,4.5,unemployment_rate in percentage,
2021-22,Tripura,rural,person,3.1,unemployment_rate in percentage,
2021-22,Tripura,urban,male,4.1,unemployment_rate in percentage,
2021-22,Tripura,urban,female,4.9,unemployment_rate in percentage,
2021-22,Tripura,urban,person,4.3,unemployment_rate in percentage,
2021-22,Tripura,rural+urban,male,2.8,unemployment_rate in percentage,
2021-22,Tripura,rural+urban,female,4.5,unemployment_rate in percentage,
2021-22,Tripura,rural+urban,person,3.3,unemployment_rate in percentage,
2021-22,Uttarakhand,rural,male,10.7,unemployment_rate in percentage,
2021-22,Uttarakhand,rural,female,3.2,unemployment_rate in percentage,
2021-22,Uttarakhand,rural,person,8.3,unemployment_rate in percentage,
2021-22,Uttarakhand,urban,male,9.7,unemployment_rate in percentage,
2021-22,Uttarakhand,urban,female,18.6,unemployment_rate in percentage,
2021-22,Uttarakhand,urban,person,11.4,unemployment_rate in percentage,
2021-22,Uttarakhand,rural+urban,male,10.4,unemployment_rate in percentage,
2021-22,Uttarakhand,rural+urban,female,5.4,unemployment_rate in percentage,
2021-22,Uttarakhand,rural+urban,person,9,unemployment_rate in percentage,
2021-22,Uttar Pradesh,rural,male,3.2,unemployment_rate in percentage,
2021-22,Uttar Pradesh,rural,female,1.5,unemployment_rate in percentage,
2021-22,Uttar Pradesh,rural,person,2.9,unemployment_rate in percentage,
2021-22,Uttar Pradesh,urban,male,6.5,unemployment_rate in percentage,
2021-22,Uttar Pradesh,urban,female,11.6,unemployment_rate in percentage,
2021-22,Uttar Pradesh,urban,person,7.1,unemployment_rate in percentage,
2021-22,Uttar Pradesh,rural+urban,male,3.9,unemployment_rate in percentage,
2021-22,Uttar Pradesh,rural+urban,female,2.9,unemployment_rate in percentage,
2021-22,Uttar Pradesh,rural+urban,person,3.7,unemployment_rate in percentage,
2021-22,West Bengal,rural,male,4.1,unemployment_rate in percentage,
2021-22,West Bengal,rural,female,2.3,unemployment_rate in percentage,
2021-22,West Bengal,rural,person,3.8,unemployment_rate in percentage,
2021-22,West Bengal,urban,male,5.4,unemployment_rate in percentage,
2021-22,West Bengal,urban,female,4.7,unemployment_rate in percentage,
2021-22,West Bengal,urban,person,5.2,unemployment_rate in percentage,
2021-22,West Bengal,rural+urban,male,4.5,unemployment_rate in percentage,
2021-22,West Bengal,rural+urban,female,3.1,unemployment_rate in percentage,
2021-22,West Bengal,rural+urban,person,4.2,unemployment_rate in percentage,
2021-22,Andaman and Nicobar Islands,rural,male,6.1,unemployment_rate in percentage,
2021-22,Andaman and Nicobar Islands,rural,female,15.3,unemployment_rate in percentage,
2021-22,Andaman and Nicobar Islands,rural,person,8.9,unemployment_rate in percentage,
2021-22,Andaman and Nicobar Islands,urban,male,6.5,unemployment_rate in percentage,
2021-22,Andaman and Nicobar Islands,urban,female,21.3,unemployment_rate in percentage,
2021-22,Andaman and Nicobar Islands,urban,person,11.2,unemployment_rate in percentage,
2021-22,Andaman and Nicobar Islands,rural+urban,male,6.3,unemployment_rate in percentage,
2021-22,Andaman and Nicobar Islands,rural+urban,female,18.3,unemployment_rate in percentage,
2021-22,Andaman and Nicobar Islands,rural+urban,person,10,unemployment_rate in percentage,
2021-22,Chandigarh,rural,male,5.7,unemployment_rate in percentage,
2021-22,Chandigarh,rural,female,1,unemployment_rate in percentage,
2021-22,Chandigarh,rural,person,5,unemployment_rate in percentage,
2021-22,Chandigarh,urban,male,6,unemployment_rate in percentage,
2021-22,Chandigarh,urban,female,8.4,unemployment_rate in percentage,
2021-22,Chandigarh,urban,person,6.4,unemployment_rate in percentage,
2021-22,Chandigarh,rural+urban,male,6,unemployment_rate in percentage,
2021-22,Chandigarh,rural+urban,female,8.1,unemployment_rate in percentage,
2021-22,Chandigarh,rural+urban,person,6.3,unemployment_rate in percentage,
2021-22,Dadra and Nagar Haveli and Daman and Diu,rural,male,7.3,unemployment_rate in percentage,
2021-22,Dadra and Nagar Haveli and Daman and Diu,rural,female,8.9,unemployment_rate in percentage,
2021-22,Dadra and Nagar Haveli and Daman and Diu,rural,person,7.8,unemployment_rate in percentage,
2021-22,Dadra and Nagar Haveli and Daman and Diu,urban,male,2.7,unemployment_rate in percentage,
2021-22,Dadra and Nagar Haveli and Daman and Diu,urban,female,14.4,unemployment_rate in percentage,
2021-22,Dadra and Nagar Haveli and Daman and Diu,urban,person,4.8,unemployment_rate in percentage,
2021-22,Dadra and Nagar Haveli and Daman and Diu,rural+urban,male,4.5,unemployment_rate in percentage,
2021-22,Dadra and Nagar Haveli and Daman and Diu,rural+urban,female,11.2,unemployment_rate in percentage,
2021-22,Dadra and Nagar Haveli and Daman and Diu,rural+urban,person,6.1,unemployment_rate in percentage,
2021-22,Jammu and Kashmir,rural,male,5,unemployment_rate in percentage,
2021-22,Jammu and Kashmir,rural,female,17.7,unemployment_rate in percentage,
2021-22,Jammu and Kashmir,rural,person,7.3,unemployment_rate in percentage,
2021-22,Jammu and Kashmir,urban,male,8.2,unemployment_rate in percentage,
2021-22,Jammu and Kashmir,urban,female,34.3,unemployment_rate in percentage,
2021-22,Jammu and Kashmir,urban,person,14.5,unemployment_rate in percentage,
2021-22,Jammu and Kashmir,rural+urban,male,5.6,unemployment_rate in percentage,
2021-22,Jammu and Kashmir,rural+urban,female,21.8,unemployment_rate in percentage,
2021-22,Jammu and Kashmir,rural+urban,person,8.8,unemployment_rate in percentage,
2021-22,Ladakh,rural,male,5.4,unemployment_rate in percentage,
2021-22,Ladakh,rural,female,5.1,unemployment_rate in percentage,
2021-22,Ladakh,rural,person,5.4,unemployment_rate in percentage,
2021-22,Ladakh,urban,male,7.5,unemployment_rate in percentage,
2021-22,Ladakh,urban,female,15,unemployment_rate in percentage,
2021-22,Ladakh,urban,person,10,unemployment_rate in percentage,
2021-22,Ladakh,rural+urban,male,5.6,unemployment_rate in percentage,
2021-22,Ladakh,rural+urban,female,6.7,unemployment_rate in percentage,
2021-22,Ladakh,rural+urban,person,5.9,unemployment_rate in percentage,
2021-22,Lakshadweep,rural,male,5.6,unemployment_rate in percentage,
2021-22,Lakshadweep,rural,female,11.6,unemployment_rate in percentage,
2021-22,Lakshadweep,rural,person,6.7,unemployment_rate in percentage,
2021-22,Lakshadweep,urban,male,16.4,unemployment_rate in percentage,
2021-22,Lakshadweep,urban,female,44.9,unemployment_rate in percentage,
2021-22,Lakshadweep,urban,person,21.7,unemployment_rate in percentage,
2021-22,Lakshadweep,rural+urban,male,13.5,unemployment_rate in percentage,
2021-22,Lakshadweep,rural+urban,female,36,unemployment_rate in percentage,
2021-22,Lakshadweep,rural+urban,person,17.6,unemployment_rate in percentage,
2021-22,Puducherry,rural,male,12.2,unemployment_rate in percentage,
2021-22,Puducherry,rural,female,6.6,unemployment_rate in percentage,
2021-22,Puducherry,rural,person,9.9,unemployment_rate in percentage,
2021-22,Puducherry,urban,male,5.8,unemployment_rate in percentage,
2021-22,Puducherry,urban,female,6.1,unemployment_rate in percentage,
2021-22,Puducherry,urban,person,5.8,unemployment_rate in percentage,
2021-22,Puducherry,rural+urban,male,8.2,unemployment_rate in percentage,
2021-22,Puducherry,rural+urban,female,6.4,unemployment_rate in percentage,
2021-22,Puducherry,rural+urban,person,7.6,unemployment_rate in percentage,
2021-22,All India,rural,male,4.3,unemployment_rate in percentage,
2021-22,All India,rural,female,3,unemployment_rate in percentage,
2021-22,All India,rural,person,4,unemployment_rate in percentage,
2021-22,All India,urban,male,6.1,unemployment_rate in percentage,
2021-22,All India,urban,female,9.1,unemployment_rate in percentage,
2021-22,All India,urban,person,6.8,unemployment_rate in percentage,
2021-22,All India,rural+urban,male,4.9,unemployment_rate in percentage,
2021-22,All India,rural+urban,female,4.4,unemployment_rate in percentage,
2021-22,All India,rural+urban,person,4.8,unemployment_rate in percentage,
2020-21,Andhra Pradesh,rural,male,5.2,unemployment_rate in percentage,
2020-21,Andhra Pradesh,rural,female,1.4,unemployment_rate in percentage,
2020-21,Andhra Pradesh,rural,person,3.7,unemployment_rate in percentage,
2020-21,Andhra Pradesh,urban,male,5.9,unemployment_rate in percentage,
2020-21,Andhra Pradesh,urban,female,7.6,unemployment_rate in percentage,
2020-21,Andhra Pradesh,urban,person,6.4,unemployment_rate in percentage,
2020-21,Andhra Pradesh,rural+urban,male,5.4,unemployment_rate in percentage,
2020-21,Andhra Pradesh,rural+urban,female,2.9,unemployment_rate in percentage,
2020-21,Andhra Pradesh,rural+urban,person,4.5,unemployment_rate in percentage,
2020-21,Arunachal Pradesh,rural,male,3.5,unemployment_rate in percentage,
2020-21,Arunachal Pradesh,rural,female,8.7,unemployment_rate in percentage,
2020-21,Arunachal Pradesh,rural,person,4.8,unemployment_rate in percentage,
2020-21,Arunachal Pradesh,urban,male,9.5,unemployment_rate in percentage,
2020-21,Arunachal Pradesh,urban,female,14,unemployment_rate in percentage,
2020-21,Arunachal Pradesh,urban,person,10.6,unemployment_rate in percentage,
2020-21,Arunachal Pradesh,rural+urban,male,4.5,unemployment_rate in percentage,
2020-21,Arunachal Pradesh,rural+urban,female,9.5,unemployment_rate in percentage,
2020-21,Arunachal Pradesh,rural+urban,person,5.8,unemployment_rate in percentage,
2020-21,Assam,rural,male,3.6,unemployment_rate in percentage,
2020-21,Assam,rural,female,7.3,unemployment_rate in percentage,
2020-21,Assam,rural,person,4.3,unemployment_rate in percentage,
2020-21,Assam,urban,male,5.5,unemployment_rate in percentage,
2020-21,Assam,urban,female,19.1,unemployment_rate in percentage,
2020-21,Assam,urban,person,8,unemployment_rate in percentage,
2020-21,Assam,rural+urban,male,3.9,unemployment_rate in percentage,
2020-21,Assam,rural+urban,female,8.7,unemployment_rate in percentage,
2020-21,Assam,rural+urban,person,4.8,unemployment_rate in percentage,
2020-21,Bihar,rural,male,4.6,unemployment_rate in percentage,
2020-21,Bihar,rural,female,2.1,unemployment_rate in percentage,
2020-21,Bihar,rural,person,4.3,unemployment_rate in percentage,
2020-21,Bihar,urban,male,9,unemployment_rate in percentage,
2020-21,Bihar,urban,female,17.6,unemployment_rate in percentage,
2020-21,Bihar,urban,person,9.6,unemployment_rate in percentage,
2020-21,Bihar,rural+urban,male,5,unemployment_rate in percentage,
2020-21,Bihar,rural+urban,female,3.1,unemployment_rate in percentage,
2020-21,Bihar,rural+urban,person,4.8,unemployment_rate in percentage,
2020-21,Chhattisgarh,rural,male,3.2,unemployment_rate in percentage,
2020-21,Chhattisgarh,rural,female,0.8,unemployment_rate in percentage,
2020-21,Chhattisgarh,rural,person,2.2,unemployment_rate in percentage,
2020-21,Chhattisgarh,urban,male,6.3,unemployment_rate in percentage,
2020-21,Chhattisgarh,urban,female,7.7,unemployment_rate in percentage,
2020-21,Chhattisgarh,urban,person,6.7,unemployment_rate in percentage,
2020-21,Chhattisgarh,rural+urban,male,3.8,unemployment_rate in percentage,
2020-21,Chhattisgarh,rural+urban,female,1.5,unemployment_rate in percentage,
2020-21,Chhattisgarh,rural+urban,person,2.9,unemployment_rate in percentage,
2020-21,Delhi,rural,male,6.3,unemployment_rate in percentage,
2020-21,Delhi,rural,female,1.1,unemployment_rate in percentage,
2020-21,Delhi,rural,person,5.8,unemployment_rate in percentage,
2020-21,Delhi,urban,male,7.6,unemployment_rate in percentage,
2020-21,Delhi,urban,female,8.8,unemployment_rate in percentage,
2020-21,Delhi,urban,person,7.8,unemployment_rate in percentage,
2020-21,Delhi,rural+urban,male,7.5,unemployment_rate in percentage,
2020-21,Delhi,rural+urban,female,8.7,unemployment_rate in percentage,
2020-21,Delhi,rural+urban,person,7.7,unemployment_rate in percentage,
2020-21,Goa,rural,male,7.9,unemployment_rate in percentage,
2020-21,Goa,rural,female,15.8,unemployment_rate in percentage,
2020-21,Goa,rural,person,10.3,unemployment_rate in percentage,
2020-21,Goa,urban,male,10.2,unemployment_rate in percentage,
2020-21,Goa,urban,female,12.8,unemployment_rate in percentage,
2020-21,Goa,urban,person,10.9,unemployment_rate in percentage,
2020-21,Goa,rural+urban,male,9.3,unemployment_rate in percentage,
2020-21,Goa,rural+urban,female,14.2,unemployment_rate in percentage,
2020-21,Goa,rural+urban,person,10.6,unemployment_rate in percentage,
2020-21,Gujarat,rural,male,1,unemployment_rate in percentage,
2020-21,Gujarat,rural,female,0.8,unemployment_rate in percentage,
2020-21,Gujarat,rural,person,0.9,unemployment_rate in percentage,
2020-21,Gujarat,urban,male,4,unemployment_rate in percentage,
2020-21,Gujarat,urban,female,8.6,unemployment_rate in percentage,
2020-21,Gujarat,urban,person,4.7,unemployment_rate in percentage,
2020-21,Gujarat,rural+urban,male,2.3,unemployment_rate in percentage,
2020-21,Gujarat,rural+urban,female,2.7,unemployment_rate in percentage,
2020-21,Gujarat,rural+urban,person,2.4,unemployment_rate in percentage,
2020-21,Haryana,rural,male,5.9,unemployment_rate in percentage,
2020-21,Haryana,rural,female,3.2,unemployment_rate in percentage,
2020-21,Haryana,rural,person,5.4,unemployment_rate in percentage,
2020-21,Haryana,urban,male,7.8,unemployment_rate in percentage,
2020-21,Haryana,urban,female,9.6,unemployment_rate in percentage,
2020-21,Haryana,urban,person,8.1,unemployment_rate in percentage,
2020-21,Haryana,rural+urban,male,6.6,unemployment_rate in percentage,
2020-21,Haryana,rural+urban,female,5.3,unemployment_rate in percentage,
2020-21,Haryana,rural+urban,person,6.3,unemployment_rate in percentage,
2020-21,Himachal Pradesh,rural,male,7.4,unemployment_rate in percentage,
2020-21,Himachal Pradesh,rural,female,5.5,unemployment_rate in percentage,
2020-21,Himachal Pradesh,rural,person,6.6,unemployment_rate in percentage,
2020-21,Himachal Pradesh,urban,male,6.7,unemployment_rate in percentage,
2020-21,Himachal Pradesh,urban,female,9.6,unemployment_rate in percentage,
2020-21,Himachal Pradesh,urban,person,7.6,unemployment_rate in percentage,
2020-21,Himachal Pradesh,rural+urban,male,7.3,unemployment_rate in percentage,
2020-21,Himachal Pradesh,rural+urban,female,5.7,unemployment_rate in percentage,
2020-21,Himachal Pradesh,rural+urban,person,6.6,unemployment_rate in percentage,
2020-21,Jharkhand,rural,male,4.3,unemployment_rate in percentage,
2020-21,Jharkhand,rural,female,0.3,unemployment_rate in percentage,
2020-21,Jharkhand,rural,person,3.1,unemployment_rate in percentage,
2020-21,Jharkhand,urban,male,11,unemployment_rate in percentage,
2020-21,Jharkhand,urban,female,9.5,unemployment_rate in percentage,
2020-21,Jharkhand,urban,person,10.7,unemployment_rate in percentage,
2020-21,Jharkhand,rural+urban,male,5.7,unemployment_rate in percentage,
2020-21,Jharkhand,rural+urban,female,1.3,unemployment_rate in percentage,
2020-21,Jharkhand,rural+urban,person,4.5,unemployment_rate in percentage,
2020-21,Karnataka,rural,male,2.6,unemployment_rate in percentage,
2020-21,Karnataka,rural,female,2,unemployment_rate in percentage,
2020-21,Karnataka,rural,person,2.4,unemployment_rate in percentage,
2020-21,Karnataka,urban,male,3.4,unemployment_rate in percentage,
2020-21,Karnataka,urban,female,5.1,unemployment_rate in percentage,
2020-21,Karnataka,urban,person,3.8,unemployment_rate in percentage,
2020-21,Karnataka,rural+urban,male,2.9,unemployment_rate in percentage,
2020-21,Karnataka,rural+urban,female,2.9,unemployment_rate in percentage,
2020-21,Karnataka,rural+urban,person,2.9,unemployment_rate in percentage,
2020-21,Kerala,rural,male,8.6,unemployment_rate in percentage,
2020-21,Kerala,rural,female,19,unemployment_rate in percentage,
2020-21,Kerala,rural,person,11.9,unemployment_rate in percentage,
2020-21,Kerala,urban,male,10.8,unemployment_rate in percentage,
2020-21,Kerala,urban,female,22,unemployment_rate in percentage,
2020-21,Kerala,urban,person,14.3,unemployment_rate in percentage,
2020-21,Kerala,rural+urban,male,9.6,unemployment_rate in percentage,
2020-21,Kerala,rural+urban,female,20.3,unemployment_rate in percentage,
2020-21,Kerala,rural+urban,person,12.9,unemployment_rate in percentage,
2020-21,Madhya Pradesh,rural,male,2,unemployment_rate in percentage,
2020-21,Madhya Pradesh,rural,female,0.4,unemployment_rate in percentage,
2020-21,Madhya Pradesh,rural,person,1.5,unemployment_rate in percentage,
2020-21,Madhya Pradesh,urban,male,5.4,unemployment_rate in percentage,
2020-21,Madhya Pradesh,urban,female,5.4,unemployment_rate in percentage,
2020-21,Madhya Pradesh,urban,person,5.4,unemployment_rate in percentage,
2020-21,Madhya Pradesh,rural+urban,male,2.9,unemployment_rate in percentage,
2020-21,Madhya Pradesh,rural+urban,female,1.2,unemployment_rate in percentage,
2020-21,Madhya Pradesh,rural+urban,person,2.4,unemployment_rate in percentage,
2020-21,Maharashtra,rural,male,3.2,unemployment_rate in percentage,
2020-21,Maharashtra,rural,female,0.9,unemployment_rate in percentage,
2020-21,Maharashtra,rural,person,2.4,unemployment_rate in percentage,
2020-21,Maharashtra,urban,male,6.2,unemployment_rate in percentage,
2020-21,Maharashtra,urban,female,7.5,unemployment_rate in percentage,
2020-21,Maharashtra,urban,person,6.5,unemployment_rate in percentage,
2020-21,Maharashtra,rural+urban,male,4.4,unemployment_rate in percentage,
2020-21,Maharashtra,rural+urban,female,2.8,unemployment_rate in percentage,
2020-21,Maharashtra,rural+urban,person,3.9,unemployment_rate in percentage,
2020-21,Manipur,rural,male,3.8,unemployment_rate in percentage,
2020-21,Manipur,rural,female,3.8,unemployment_rate in percentage,
2020-21,Manipur,rural,person,3.8,unemployment_rate in percentage,
2020-21,Manipur,urban,male,10.2,unemployment_rate in percentage,
2020-21,Manipur,urban,female,9.4,unemployment_rate in percentage,
2020-21,Manipur,urban,person,10,unemployment_rate in percentage,
2020-21,Manipur,rural+urban,male,5.6,unemployment_rate in percentage,
2020-21,Manipur,rural+urban,female,5.8,unemployment_rate in percentage,
2020-21,Manipur,rural+urban,person,5.6,unemployment_rate in percentage,
2020-21,Meghalaya,rural,male,0.7,unemployment_rate in percentage,
2020-21,Meghalaya,rural,female,0.6,unemployment_rate in percentage,
2020-21,Meghalaya,rural,person,0.7,unemployment_rate in percentage,
2020-21,Meghalaya,urban,male,4.9,unemployment_rate in percentage,
2020-21,Meghalaya,urban,female,11,unemployment_rate in percentage,
2020-21,Meghalaya,urban,person,7.1,unemployment_rate in percentage,
2020-21,Meghalaya,rural+urban,male,1.5,unemployment_rate in percentage,
2020-21,Meghalaya,rural+urban,female,2.2,unemployment_rate in percentage,
2020-21,Meghalaya,rural+urban,person,1.8,unemployment_rate in percentage,
2020-21,Mizoram,rural,male,2.5,unemployment_rate in percentage,
2020-21,Mizoram,rural,female,3.2,unemployment_rate in percentage,
2020-21,Mizoram,rural,person,2.7,unemployment_rate in percentage,
2020-21,Mizoram,urban,male,4.6,unemployment_rate in percentage,
2020-21,Mizoram,urban,female,4.2,unemployment_rate in percentage,
2020-21,Mizoram,urban,person,4.4,unemployment_rate in percentage,
2020-21,Mizoram,rural+urban,male,3.4,unemployment_rate in percentage,
2020-21,Mizoram,rural+urban,female,3.6,unemployment_rate in percentage,
2020-21,Mizoram,rural+urban,person,3.5,unemployment_rate in percentage,
2020-21,Nagaland,rural,male,18.7,unemployment_rate in percentage,
2020-21,Nagaland,rural,female,16.6,unemployment_rate in percentage,
2020-21,Nagaland,rural,person,17.9,unemployment_rate in percentage,
2020-21,Nagaland,urban,male,20.5,unemployment_rate in percentage,
2020-21,Nagaland,urban,female,31.8,unemployment_rate in percentage,
2020-21,Nagaland,urban,person,24,unemployment_rate in percentage,
2020-21,Nagaland,rural+urban,male,19.2,unemployment_rate in percentage,
2020-21,Nagaland,rural+urban,female,19.5,unemployment_rate in percentage,
2020-21,Nagaland,rural+urban,person,19.3,unemployment_rate in percentage,
2020-21,Odisha,rural,male,7,unemployment_rate in percentage,
2020-21,Odisha,rural,female,3.2,unemployment_rate in percentage,
2020-21,Odisha,rural,person,5.9,unemployment_rate in percentage,
2020-21,Odisha,urban,male,8.6,unemployment_rate in percentage,
2020-21,Odisha,urban,female,9.7,unemployment_rate in percentage,
2020-21,Odisha,urban,person,8.8,unemployment_rate in percentage,
2020-21,Odisha,rural+urban,male,7.2,unemployment_rate in percentage,
2020-21,Odisha,rural+urban,female,4,unemployment_rate in percentage,
2020-21,Odisha,rural+urban,person,6.3,unemployment_rate in percentage,
2020-21,Punjab,rural,male,5.8,unemployment_rate in percentage,
2020-21,Punjab,rural,female,9.2,unemployment_rate in percentage,
2020-21,Punjab,rural,person,6.5,unemployment_rate in percentage,
2020-21,Punjab,urban,male,5,unemployment_rate in percentage,
2020-21,Punjab,urban,female,10.6,unemployment_rate in percentage,
2020-21,Punjab,urban,person,6.2,unemployment_rate in percentage,
2020-21,Punjab,rural+urban,male,5.5,unemployment_rate in percentage,
2020-21,Punjab,rural+urban,female,9.8,unemployment_rate in percentage,
2020-21,Punjab,rural+urban,person,6.4,unemployment_rate in percentage,
2020-21,Rajasthan,rural,male,5.8,unemployment_rate in percentage,
2020-21,Rajasthan,rural,female,1.3,unemployment_rate in percentage,
2020-21,Rajasthan,rural,person,4.4,unemployment_rate in percentage,
2020-21,Rajasthan,urban,male,9.4,unemployment_rate in percentage,
2020-21,Rajasthan,urban,female,16.7,unemployment_rate in percentage,
2020-21,Rajasthan,urban,person,10.6,unemployment_rate in percentage,
2020-21,Rajasthan,rural+urban,male,6.7,unemployment_rate in percentage,
2020-21,Rajasthan,rural+urban,female,3,unemployment_rate in percentage,
2020-21,Rajasthan,rural+urban,person,5.6,unemployment_rate in percentage,
2020-21,Sikkim,rural,male,0.9,unemployment_rate in percentage,
2020-21,Sikkim,rural,female,0.7,unemployment_rate in percentage,
2020-21,Sikkim,rural,person,0.8,unemployment_rate in percentage,
2020-21,Sikkim,urban,male,3,unemployment_rate in percentage,
2020-21,Sikkim,urban,female,4,unemployment_rate in percentage,
2020-21,Sikkim,urban,person,3.3,unemployment_rate in percentage,
2020-21,Sikkim,rural+urban,male,1.5,unemployment_rate in percentage,
2020-21,Sikkim,rural+urban,female,1.2,unemployment_rate in percentage,
2020-21,Sikkim,rural+urban,person,1.4,unemployment_rate in percentage,
2020-21,Tamil Nadu,rural,male,6.3,unemployment_rate in percentage,
2020-21,Tamil Nadu,rural,female,5.5,unemployment_rate in percentage,
2020-21,Tamil Nadu,rural,person,6,unemployment_rate in percentage,
2020-21,Tamil Nadu,urban,male,5.8,unemployment_rate in percentage,
2020-21,Tamil Nadu,urban,female,8.5,unemployment_rate in percentage,
2020-21,Tamil Nadu,urban,person,6.6,unemployment_rate in percentage,
2020-21,Tamil Nadu,rural+urban,male,6.1,unemployment_rate in percentage,
2020-21,Tamil Nadu,rural+urban,female,6.5,unemployment_rate in percentage,
2020-21,Tamil Nadu,rural+urban,person,6.3,unemployment_rate in percentage,
2020-21,Telangana,rural,male,5,unemployment_rate in percentage,
2020-21,Telangana,rural,female,2.2,unemployment_rate in percentage,
2020-21,Telangana,rural,person,3.8,unemployment_rate in percentage,
2020-21,Telangana,urban,male,6.7,unemployment_rate in percentage,
2020-21,Telangana,urban,female,11.2,unemployment_rate in percentage,
2020-21,Telangana,urban,person,7.9,unemployment_rate in percentage,
2020-21,Telangana,rural+urban,male,5.6,unemployment_rate in percentage,
2020-21,Telangana,rural+urban,female,4.4,unemployment_rate in percentage,
2020-21,Telangana,rural+urban,person,5.2,unemployment_rate in percentage,
2020-21,Tripura,rural,male,3.2,unemployment_rate in percentage,
2020-21,Tripura,rural,female,2.3,unemployment_rate in percentage,
2020-21,Tripura,rural,person,2.9,unemployment_rate in percentage,
2020-21,Tripura,urban,male,4.3,unemployment_rate in percentage,
2020-21,Tripura,urban,female,5.7,unemployment_rate in percentage,
2020-21,Tripura,urban,person,4.6,unemployment_rate in percentage,
2020-21,Tripura,rural+urban,male,3.4,unemployment_rate in percentage,
2020-21,Tripura,rural+urban,female,2.9,unemployment_rate in percentage,
2020-21,Tripura,rural+urban,person,3.2,unemployment_rate in percentage,
2020-21,Uttarakhand,rural,male,6.7,unemployment_rate in percentage,
2020-21,Uttarakhand,rural,female,3.7,unemployment_rate in percentage,
2020-21,Uttarakhand,rural,person,5.8,unemployment_rate in percentage,
2020-21,Uttarakhand,urban,male,10,unemployment_rate in percentage,
2020-21,Uttarakhand,urban,female,12.8,unemployment_rate in percentage,
2020-21,Uttarakhand,urban,person,10.6,unemployment_rate in percentage,
2020-21,Uttarakhand,rural+urban,male,7.7,unemployment_rate in percentage,
2020-21,Uttarakhand,rural+urban,female,5.4,unemployment_rate in percentage,
2020-21,Uttarakhand,rural+urban,person,7.1,unemployment_rate in percentage,
2020-21,Uttar Pradesh,rural,male,5,unemployment_rate in percentage,
2020-21,Uttar Pradesh,rural,female,2.4,unemployment_rate in percentage,
2020-21,Uttar Pradesh,rural,person,4.5,unemployment_rate in percentage,
2020-21,Uttar Pradesh,urban,male,7.3,unemployment_rate in percentage,
2020-21,Uttar Pradesh,urban,female,15.9,unemployment_rate in percentage,
2020-21,Uttar Pradesh,urban,person,8.4,unemployment_rate in percentage,
2020-21,Uttar Pradesh,rural+urban,male,5.5,unemployment_rate in percentage,
2020-21,Uttar Pradesh,rural+urban,female,4.3,unemployment_rate in percentage,
2020-21,Uttar Pradesh,rural+urban,person,5.3,unemployment_rate in percentage,
2020-21,West Bengal,rural,male,4,unemployment_rate in percentage,
2020-21,West Bengal,rural,female,2.8,unemployment_rate in percentage,
2020-21,West Bengal,rural,person,3.8,unemployment_rate in percentage,
2020-21,West Bengal,urban,male,5.2,unemployment_rate in percentage,
2020-21,West Bengal,urban,female,4.8,unemployment_rate in percentage,
2020-21,West Bengal,urban,person,5.1,unemployment_rate in percentage,
2020-21,West Bengal,rural+urban,male,4.4,unemployment_rate in percentage,
2020-21,West Bengal,rural+urban,female,3.4,unemployment_rate in percentage,
