fiscal_year,year,month,state,category,tax_type,amount,unit,notes
2019-20,2019,April,Odisha,GST collected from State,SGST,927.5983257,amount in rupees crores,
2019-20,2019,April,Chhattisgarh,GST collected from State,SGST,516.5578503,amount in rupees crores,
2019-20,2019,April,Madhya Pradesh,GST collected from State,SGST,841.4326054,amount in rupees crores,
2019-20,2019,April,Gujarat,GST collected from State,SGST,2393.1451705,amount in rupees crores,
2019-20,2019,April,Daman and Diu,GST collected from State,SGST,13.4085845,amount in rupees crores,
2019-20,2019,April,Dadra and Nagar Haveli,GST collected from State,SGST,25.8906965,amount in rupees crores,
2019-20,2019,April,Maharashtra,GST collected from State,SGST,5860.1036863,amount in rupees crores,
2019-20,2019,April,Karnataka,GST collected from State,SGST,2482.9805248,amount in rupees crores,
2019-20,2019,April,Goa,GST collected from State,SGST,157.3391104,amount in rupees crores,
2019-20,2019,April,Lakshadweep,GST collected from State,SGST,1.4287708,amount in rupees crores,
2019-20,2019,April,Kerala,GST collected from State,SGST,843.6885986,amount in rupees crores,
2019-20,2019,April,Tamil Nadu,GST collected from State,SGST,2415.1551423,amount in rupees crores,
2019-20,2019,April,Puducherry,GST collected from State,SGST,32.0320428,amount in rupees crores,
2019-20,2019,April,Andaman and Nicobar Islands,GST collected from State,SGST,20.1092653,amount in rupees crores,
2019-20,2019,April,Telangana,GST collected from State,SGST,1144.7762898,amount in rupees crores,
2019-20,2019,April,Andhra Pradesh,GST collected from State,SGST,924.0345327,amount in rupees crores,
2019-20,2019,April,Ladakh,GST collected from State,SGST,,amount in rupees crores,
2019-20,2019,April,Other Territory,GST collected from State,SGST,36.7750373,amount in rupees crores,state: Represents territories other than States/UTs
2019-20,2019,April,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,SGST,0.0,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2019-20,2019,April,Jammu and Kashmir,GST collected from State,IGST,63.9685336,amount in rupees crores,
2019-20,2019,April,Himachal Pradesh,GST collected from State,IGST,418.7776485,amount in rupees crores,
2019-20,2019,April,Punjab,GST collected from State,IGST,438.8725458,amount in rupees crores,
2019-20,2019,April,Chandigarh,GST collected from State,IGST,116.6592944,amount in rupees crores,
2019-20,2019,April,Uttarakhand,GST collected from State,IGST,1004.9590529,amount in rupees crores,
2019-20,2019,April,Haryana,GST collected from State,IGST,3168.6919538,amount in rupees crores,
2019-20,2019,April,Delhi,GST collected from State,IGST,2204.4647965,amount in rupees crores,
2019-20,2019,April,Rajasthan,GST collected from State,IGST,878.10394,amount in rupees crores,
2019-20,2019,April,Uttar Pradesh,GST collected from State,IGST,1650.5085458,amount in rupees crores,
2019-20,2019,April,Bihar,GST collected from State,IGST,120.0133902,amount in rupees crores,
2019-20,2019,April,Sikkim,GST collected from State,IGST,121.131319,amount in rupees crores,
2019-20,2019,April,Arunachal Pradesh,GST collected from State,IGST,4.2212894,amount in rupees crores,
2019-20,2019,April,Nagaland,GST collected from State,IGST,6.2189185,amount in rupees crores,
2019-20,2019,April,Manipur,GST collected from State,IGST,2.5574145,amount in rupees crores,
2019-20,2019,April,Mizoram,GST collected from State,IGST,11.5170164,amount in rupees crores,
2019-20,2019,April,Tripura,GST collected from State,IGST,5.9238109,amount in rupees crores,
2019-20,2019,April,Meghalaya,GST collected from State,IGST,95.1719116,amount in rupees crores,
2019-20,2019,April,Assam,GST collected from State,IGST,193.4720152,amount in rupees crores,
2019-20,2019,April,West Bengal,GST collected from State,IGST,1031.2759112,amount in rupees crores,
2019-20,2019,April,Jharkhand,GST collected from State,IGST,1212.2213309,amount in rupees crores,
2019-20,2019,April,Odisha,GST collected from State,IGST,770.0117484,amount in rupees crores,
2019-20,2019,April,Chhattisgarh,GST collected from State,IGST,731.7936407,amount in rupees crores,
2019-20,2019,April,Madhya Pradesh,GST collected from State,IGST,709.0824305,amount in rupees crores,
2019-20,2019,April,Gujarat,GST collected from State,IGST,2276.5472749,amount in rupees crores,
2019-20,2019,April,Daman and Diu,GST collected from State,IGST,80.3055267,amount in rupees crores,
2019-20,2019,April,Dadra and Nagar Haveli,GST collected from State,IGST,128.6618812,amount in rupees crores,
2019-20,2019,April,Maharashtra,GST collected from State,IGST,6369.6248236,amount in rupees crores,
2019-20,2019,April,Karnataka,GST collected from State,IGST,2651.1354685,amount in rupees crores,
2019-20,2019,April,Goa,GST collected from State,IGST,146.9033943,amount in rupees crores,
2019-20,2019,April,Lakshadweep,GST collected from State,IGST,0.0862782,amount in rupees crores,
2019-20,2019,April,Kerala,GST collected from State,IGST,408.8340389,amount in rupees crores,
2019-20,2019,April,Tamil Nadu,GST collected from State,IGST,2122.1835287,amount in rupees crores,
2019-20,2019,April,Puducherry,GST collected from State,IGST,119.6741439,amount in rupees crores,
2019-20,2019,April,Andaman and Nicobar Islands,GST collected from State,IGST,3.0569305,amount in rupees crores,
2019-20,2019,April,Telangana,GST collected from State,IGST,997.1638725,amount in rupees crores,
2019-20,2019,April,Andhra Pradesh,GST collected from State,IGST,925.2444649,amount in rupees crores,
2019-20,2019,April,Ladakh,GST collected from State,IGST,,amount in rupees crores,
2019-20,2019,April,Other Territory,GST collected from State,IGST,125.8839852,amount in rupees crores,state: Represents territories other than States/UTs
2019-20,2019,April,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,IGST,128.9433714,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2019-20,2019,April,Jammu and Kashmir,GST collected from State,CESS,3.0382614,amount in rupees crores,
2019-20,2019,April,Himachal Pradesh,GST collected from State,CESS,0.9945708,amount in rupees crores,
2019-20,2019,April,Punjab,GST collected from State,CESS,16.1008809,amount in rupees crores,
2019-20,2019,April,Chandigarh,GST collected from State,CESS,0.4306119,amount in rupees crores,
2019-20,2019,April,Uttarakhand,GST collected from State,CESS,23.8904805,amount in rupees crores,
2019-20,2019,April,Haryana,GST collected from State,CESS,337.5425408,amount in rupees crores,
2019-20,2019,April,Delhi,GST collected from State,CESS,78.43365,amount in rupees crores,
2019-20,2019,April,Rajasthan,GST collected from State,CESS,128.6988459,amount in rupees crores,
2019-20,2019,April,Uttar Pradesh,GST collected from State,CESS,1103.4547706,amount in rupees crores,
2019-20,2019,April,Bihar,GST collected from State,CESS,161.3323577,amount in rupees crores,
2019-20,2019,April,Sikkim,GST collected from State,CESS,0.1870538,amount in rupees crores,
2019-20,2019,April,Arunachal Pradesh,GST collected from State,CESS,0.0545297,amount in rupees crores,
2019-20,2019,April,Nagaland,GST collected from State,CESS,1.8893714,amount in rupees crores,
2019-20,2019,April,Manipur,GST collected from State,CESS,0.0246152,amount in rupees crores,
2019-20,2019,April,Mizoram,GST collected from State,CESS,0.0043161,amount in rupees crores,
2019-20,2019,April,Tripura,GST collected from State,CESS,0.1322374,amount in rupees crores,
2019-20,2019,April,Meghalaya,GST collected from State,CESS,0.874695,amount in rupees crores,
2019-20,2019,April,Assam,GST collected from State,CESS,55.5405711,amount in rupees crores,
2019-20,2019,April,West Bengal,GST collected from State,CESS,438.2231004,amount in rupees crores,
2019-20,2019,April,Jharkhand,GST collected from State,CESS,473.6336137,amount in rupees crores,
2019-20,2019,April,Odisha,GST collected from State,CESS,586.0093758,amount in rupees crores,
2019-20,2019,April,Chhattisgarh,GST collected from State,CESS,634.7077289,amount in rupees crores,
2019-20,2019,April,Madhya Pradesh,GST collected from State,CESS,451.6834387,amount in rupees crores,
2019-20,2019,April,Gujarat,GST collected from State,CESS,354.996106,amount in rupees crores,
2019-20,2019,April,Daman and Diu,GST collected from State,CESS,0.0394362,amount in rupees crores,
2019-20,2019,April,Dadra and Nagar Haveli,GST collected from State,CESS,0.0322641,amount in rupees crores,
2019-20,2019,April,Maharashtra,GST collected from State,CESS,1176.1840029,amount in rupees crores,
2019-20,2019,April,Karnataka,GST collected from State,CESS,957.1981469,amount in rupees crores,
2019-20,2019,April,Goa,GST collected from State,CESS,3.3441862,amount in rupees crores,
2019-20,2019,April,Lakshadweep,GST collected from State,CESS,0.0,amount in rupees crores,
2019-20,2019,April,Kerala,GST collected from State,CESS,4.5532306,amount in rupees crores,
2019-20,2019,April,Tamil Nadu,GST collected from State,CESS,554.9298723,amount in rupees crores,
2019-20,2019,April,Puducherry,GST collected from State,CESS,0.9905015,amount in rupees crores,
2019-20,2019,April,Andaman and Nicobar Islands,GST collected from State,CESS,0.094475,amount in rupees crores,
2019-20,2019,April,Telangana,GST collected from State,CESS,533.6959791,amount in rupees crores,
2019-20,2019,April,Andhra Pradesh,GST collected from State,CESS,32.2723526,amount in rupees crores,
2019-20,2019,April,Ladakh,GST collected from State,CESS,,amount in rupees crores,
2019-20,2019,April,Other Territory,GST collected from State,CESS,0.0010344,amount in rupees crores,state: Represents territories other than States/UTs
2019-20,2019,April,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,CESS,0.0,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2019-20,2019,April,All India,GST collected from State,CESS,8115.2132055,amount in rupees crores,
2019-20,2019,April,All India,GST collected from State,CGST,21163.0797064,amount in rupees crores,
2019-20,2019,April,All India,GST collected from State,IGST,31443.8674421,amount in rupees crores,
2019-20,2019,April,All India,GST collected from State,SGST,28801.204873,amount in rupees crores,
2019-20,2019,April,All India,GST collected from State,Total Tax Collection,89523.365227,amount in rupees crores,
2019-20,2019,April,Andaman and Nicobar Islands,GST collected from State,Total Tax Collection,37.721889,amount in rupees crores,
2019-20,2019,April,Andhra Pradesh,GST collected from State,Total Tax Collection,2559.2019805,amount in rupees crores,
2019-20,2019,April,Arunachal Pradesh,GST collected from State,Total Tax Collection,56.7022233,amount in rupees crores,
2019-20,2019,April,Assam,GST collected from State,Total Tax Collection,932.355112,amount in rupees crores,
2019-20,2019,April,Bihar,GST collected from State,Total Tax Collection,1166.8055195,amount in rupees crores,
2019-20,2019,April,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,Total Tax Collection,129.05024519999998,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2019-20,2019,April,Chandigarh,GST collected from State,Total Tax Collection,199.95954709999998,amount in rupees crores,
2019-20,2019,April,Chhattisgarh,GST collected from State,Total Tax Collection,2298.9184642,amount in rupees crores,
2019-20,2019,April,Dadra and Nagar Haveli,GST collected from State,Total Tax Collection,173.9261519,amount in rupees crores,
2019-20,2019,April,Daman and Diu,GST collected from State,Total Tax Collection,102.9684343,amount in rupees crores,
2019-20,2019,April,Delhi,GST collected from State,Total Tax Collection,4341.2609098,amount in rupees crores,
2019-20,2019,April,Goa,GST collected from State,Total Tax Collection,415.2238449,amount in rupees crores,
2019-20,2019,April,Gujarat,GST collected from State,Total Tax Collection,6874.056385999999,amount in rupees crores,
2019-20,2019,April,Haryana,GST collected from State,Total Tax Collection,5371.8800878,amount in rupees crores,
2019-20,2019,April,Himachal Pradesh,GST collected from State,Total Tax Collection,700.1204919,amount in rupees crores,
2019-20,2019,April,Jammu and Kashmir,GST collected from State,Total Tax Collection,382.1318362,amount in rupees crores,
2019-20,2019,April,Jharkhand,GST collected from State,Total Tax Collection,2766.548713,amount in rupees crores,
2019-20,2019,April,Karnataka,GST collected from State,Total Tax Collection,8004.8941683,amount in rupees crores,
2019-20,2019,April,Kerala,GST collected from State,Total Tax Collection,1766.1913643999999,amount in rupees crores,
2019-20,2019,April,Ladakh,GST collected from State,Total Tax Collection,0.0,amount in rupees crores,
2019-20,2019,April,Lakshadweep,GST collected from State,Total Tax Collection,2.777685,amount in rupees crores,
2019-20,2019,April,Madhya Pradesh,GST collected from State,Total Tax Collection,2625.7125394,amount in rupees crores,
2019-20,2019,April,Maharashtra,GST collected from State,Total Tax Collection,18123.0543373,amount in rupees crores,
2019-20,2019,April,Manipur,GST collected from State,Total Tax Collection,37.239733400000006,amount in rupees crores,
2019-20,2019,April,Meghalaya,GST collected from State,Total Tax Collection,168.4052341,amount in rupees crores,
2019-20,2019,April,Mizoram,GST collected from State,Total Tax Collection,35.0745318,amount in rupees crores,
2019-20,2019,April,Nagaland,GST collected from State,Total Tax Collection,28.9228977,amount in rupees crores,
2019-20,2019,April,Odisha,GST collected from State,Total Tax Collection,2955.5959285,amount in rupees crores,
2019-20,2019,April,Other Territory,GST collected from State,Total Tax Collection,179.0026329,amount in rupees crores,state: Represents territories other than States/UTs
2019-20,2019,April,Puducherry,GST collected from State,Total Tax Collection,173.2722891,amount in rupees crores,
2019-20,2019,April,Punjab,GST collected from State,Total Tax Collection,1374.2854796000001,amount in rupees crores,
2019-20,2019,April,Rajasthan,GST collected from State,Total Tax Collection,2896.0462471,amount in rupees crores,
2019-20,2019,April,Sikkim,GST collected from State,Total Tax Collection,165.590076,amount in rupees crores,
2019-20,2019,April,Tamil Nadu,GST collected from State,Total Tax Collection,6771.1354776,amount in rupees crores,
2019-20,2019,April,Telangana,GST collected from State,Total Tax Collection,3509.9208899,amount in rupees crores,
2019-20,2019,April,Tripura,GST collected from State,Total Tax Collection,61.0164423,amount in rupees crores,
2019-20,2019,April,Uttar Pradesh,GST collected from State,Total Tax Collection,6309.7821222,amount in rupees crores,
2019-20,2019,April,Uttarakhand,GST collected from State,Total Tax Collection,1617.2847640999998,amount in rupees crores,
2019-20,2019,April,West Bengal,GST collected from State,Total Tax Collection,4209.3285497,amount in rupees crores,
2018-19,2019,March,Jammu and Kashmir,GST collected from State,CGST,125.0963795,amount in rupees crores,
2018-19,2019,March,Himachal Pradesh,GST collected from State,CGST,99.832838,amount in rupees crores,
2018-19,2019,March,Punjab,GST collected from State,CGST,282.1510812,amount in rupees crores,
2018-19,2019,March,Chandigarh,GST collected from State,CGST,32.9538338,amount in rupees crores,
2018-19,2019,March,Uttarakhand,GST collected from State,CGST,203.3210237,amount in rupees crores,
2018-19,2019,March,Haryana,GST collected from State,CGST,758.8505727,amount in rupees crores,
2018-19,2019,March,Delhi,GST collected from State,CGST,796.3660798,amount in rupees crores,
2018-19,2019,March,Rajasthan,GST collected from State,CGST,868.3597678,amount in rupees crores,
2018-19,2019,March,Uttar Pradesh,GST collected from State,CGST,1239.8570608,amount in rupees crores,
2018-19,2019,March,Bihar,GST collected from State,CGST,325.7055979,amount in rupees crores,
2018-19,2019,March,Sikkim,GST collected from State,CGST,11.7174655,amount in rupees crores,
2018-19,2019,March,Arunachal Pradesh,GST collected from State,CGST,33.0873609,amount in rupees crores,
2018-19,2019,March,Nagaland,GST collected from State,CGST,16.6192346,amount in rupees crores,
2018-19,2019,March,Manipur,GST collected from State,CGST,18.2022784,amount in rupees crores,
2018-19,2019,March,Mizoram,GST collected from State,CGST,16.2969957,amount in rupees crores,
2018-19,2019,March,Tripura,GST collected from State,CGST,24.3054331,amount in rupees crores,
2018-19,2019,March,Meghalaya,GST collected from State,CGST,22.1949534,amount in rupees crores,
2018-19,2019,March,Assam,GST collected from State,CGST,277.7511782,amount in rupees crores,
2018-19,2019,March,West Bengal,GST collected from State,CGST,1160.830481,amount in rupees crores,
2018-19,2019,March,Jharkhand,GST collected from State,CGST,368.2991744,amount in rupees crores,
2018-19,2019,March,Odisha,GST collected from State,CGST,605.7143,amount in rupees crores,
2018-19,2019,March,Chhattisgarh,GST collected from State,CGST,416.7638859,amount in rupees crores,
2018-19,2019,March,Madhya Pradesh,GST collected from State,CGST,638.8425729,amount in rupees crores,
2018-19,2019,March,Gujarat,GST collected from State,CGST,1824.1236407,amount in rupees crores,
2018-19,2019,March,Daman and Diu,GST collected from State,CGST,10.1174346,amount in rupees crores,
2018-19,2019,March,Dadra and Nagar Haveli,GST collected from State,CGST,20.4163557,amount in rupees crores,
2018-19,2019,March,Maharashtra,GST collected from State,CGST,4380.3443457,amount in rupees crores,
2018-19,2019,March,Karnataka,GST collected from State,CGST,1709.0290047,amount in rupees crores,
2018-19,2019,March,Goa,GST collected from State,CGST,103.8116632,amount in rupees crores,
2018-19,2019,March,Lakshadweep,GST collected from State,CGST,0.2783566,amount in rupees crores,
2018-19,2019,March,Kerala,GST collected from State,CGST,526.9762568,amount in rupees crores,
2018-19,2019,March,Tamil Nadu,GST collected from State,CGST,1739.8369819,amount in rupees crores,
2018-19,2019,March,Puducherry,GST collected from State,CGST,22.8076096,amount in rupees crores,
2018-19,2019,March,Andaman and Nicobar Islands,GST collected from State,CGST,9.6460002,amount in rupees crores,
2018-19,2019,March,Telangana,GST collected from State,CGST,970.6539157,amount in rupees crores,
2018-19,2019,March,Andhra Pradesh,GST collected from State,CGST,671.8403517,amount in rupees crores,
2018-19,2019,March,Other Territory,GST collected from State,CGST,20.1429716,amount in rupees crores,state: Represents territories other than States/UTs
2018-19,2019,March,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,CGST,0.0,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2018-19,2019,March,Jammu and Kashmir,GST collected from State,SGST,180.2807187,amount in rupees crores,
2018-19,2019,March,Himachal Pradesh,GST collected from State,SGST,156.9050476,amount in rupees crores,
2018-19,2019,March,Punjab,GST collected from State,SGST,454.3395145,amount in rupees crores,
2018-19,2019,March,Chandigarh,GST collected from State,SGST,44.7916086,amount in rupees crores,
2018-19,2019,March,Uttarakhand,GST collected from State,SGST,360.4724773,amount in rupees crores,
2018-19,2019,March,Haryana,GST collected from State,SGST,1130.3866471,amount in rupees crores,
2018-19,2019,March,Delhi,GST collected from State,SGST,1020.8863703,amount in rupees crores,
2018-19,2019,March,Rajasthan,GST collected from State,SGST,1242.8645867,amount in rupees crores,
2018-19,2019,March,Uttar Pradesh,GST collected from State,SGST,1872.2930406,amount in rupees crores,
2018-19,2019,March,Bihar,GST collected from State,SGST,551.1537115,amount in rupees crores,
2018-19,2019,March,Sikkim,GST collected from State,SGST,16.8911522,amount in rupees crores,
2018-19,2019,March,Arunachal Pradesh,GST collected from State,SGST,42.1021903,amount in rupees crores,
2018-19,2019,March,Nagaland,GST collected from State,SGST,22.1169214,amount in rupees crores,
2018-19,2019,March,Manipur,GST collected from State,SGST,25.9976804,amount in rupees crores,
2018-19,2019,March,Mizoram,GST collected from State,SGST,24.5858396,amount in rupees crores,
2018-19,2019,March,Tripura,GST collected from State,SGST,32.9706684,amount in rupees crores,
2018-19,2019,March,Meghalaya,GST collected from State,SGST,32.1422446,amount in rupees crores,
2018-19,2019,March,Assam,GST collected from State,SGST,407.6209696,amount in rupees crores,
2018-19,2019,March,West Bengal,GST collected from State,SGST,1480.5221864,amount in rupees crores,
2018-19,2019,March,Jharkhand,GST collected from State,SGST,498.6954382,amount in rupees crores,
2018-19,2019,March,Odisha,GST collected from State,SGST,782.9883638,amount in rupees crores,
2018-19,2019,March,Chhattisgarh,GST collected from State,SGST,526.2324695,amount in rupees crores,
2018-19,2019,March,Madhya Pradesh,GST collected from State,SGST,877.6268811,amount in rupees crores,
2018-19,2019,March,Gujarat,GST collected from State,SGST,2446.0673348,amount in rupees crores,
2018-19,2019,March,Daman and Diu,GST collected from State,SGST,14.1447407,amount in rupees crores,
2018-19,2019,March,Dadra and Nagar Haveli,GST collected from State,SGST,29.4955171,amount in rupees crores,
2018-19,2019,March,Maharashtra,GST collected from State,SGST,5473.8489026,amount in rupees crores,
2018-19,2019,March,Karnataka,GST collected from State,SGST,2240.3875761,amount in rupees crores,
2018-19,2019,March,Goa,GST collected from State,SGST,148.9310194,amount in rupees crores,
2018-19,2019,March,Lakshadweep,GST collected from State,SGST,0.5442177,amount in rupees crores,
2018-19,2019,March,Kerala,GST collected from State,SGST,782.3494058,amount in rupees crores,
2018-19,2019,March,Tamil Nadu,GST collected from State,SGST,2335.1691462,amount in rupees crores,
2018-19,2019,March,Puducherry,GST collected from State,SGST,33.6016755,amount in rupees crores,
2018-19,2019,March,Andaman and Nicobar Islands,GST collected from State,SGST,15.3250359,amount in rupees crores,
2018-19,2019,March,Telangana,GST collected from State,SGST,1276.4450623,amount in rupees crores,
2018-19,2019,March,Andhra Pradesh,GST collected from State,SGST,912.2248048,amount in rupees crores,
2018-19,2019,March,Other Territory,GST collected from State,SGST,26.7119532,amount in rupees crores,state: Represents territories other than States/UTs
2018-19,2019,March,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,SGST,0.0,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2018-19,2019,March,Jammu and Kashmir,GST collected from State,IGST,77.3130693,amount in rupees crores,
2018-19,2019,March,Himachal Pradesh,GST collected from State,IGST,402.9544546,amount in rupees crores,
2018-19,2019,March,Punjab,GST collected from State,IGST,419.6017413,amount in rupees crores,
2018-19,2019,March,Chandigarh,GST collected from State,IGST,84.0576778,amount in rupees crores,
2018-19,2019,March,Uttarakhand,GST collected from State,IGST,862.3285893,amount in rupees crores,
2018-19,2019,March,Haryana,GST collected from State,IGST,2363.2024479,amount in rupees crores,
2018-19,2019,March,Delhi,GST collected from State,IGST,1812.429258,amount in rupees crores,
2018-19,2019,March,Rajasthan,GST collected from State,IGST,895.3348894,amount in rupees crores,
2018-19,2019,March,Uttar Pradesh,GST collected from State,IGST,1391.666954,amount in rupees crores,
2018-19,2019,March,Bihar,GST collected from State,IGST,125.8148337,amount in rupees crores,
2018-19,2019,March,Sikkim,GST collected from State,IGST,130.9296759,amount in rupees crores,
2018-19,2019,March,Arunachal Pradesh,GST collected from State,IGST,9.9063257,amount in rupees crores,
2018-19,2019,March,Nagaland,GST collected from State,IGST,5.365473,amount in rupees crores,
2018-19,2019,March,Manipur,GST collected from State,IGST,1.8821395,amount in rupees crores,
2018-19,2019,March,Mizoram,GST collected from State,IGST,8.8577892,amount in rupees crores,
2018-19,2019,March,Tripura,GST collected from State,IGST,6.3001238,amount in rupees crores,
2018-19,2019,March,Meghalaya,GST collected from State,IGST,70.3143452,amount in rupees crores,
2018-19,2019,March,Assam,GST collected from State,IGST,228.1895321,amount in rupees crores,
2018-19,2019,March,West Bengal,GST collected from State,IGST,877.7763277,amount in rupees crores,
2018-19,2019,March,Jharkhand,GST collected from State,IGST,825.8187316,amount in rupees crores,
2018-19,2019,March,Odisha,GST collected from State,IGST,766.8532742,amount in rupees crores,
2018-19,2019,March,Chhattisgarh,GST collected from State,IGST,563.0854548,amount in rupees crores,
2018-19,2019,March,Madhya Pradesh,GST collected from State,IGST,715.8174767,amount in rupees crores,
2018-19,2019,March,Gujarat,GST collected from State,IGST,1972.8275436,amount in rupees crores,
2018-19,2019,March,Daman and Diu,GST collected from State,IGST,78.7216571,amount in rupees crores,
2018-19,2019,March,Dadra and Nagar Haveli,GST collected from State,IGST,124.0389386,amount in rupees crores,
2018-19,2019,March,Maharashtra,GST collected from State,IGST,4766.9931963,amount in rupees crores,
2018-19,2019,March,Karnataka,GST collected from State,IGST,2302.1901108,amount in rupees crores,
2018-19,2019,March,Goa,GST collected from State,IGST,134.4401462,amount in rupees crores,
2018-19,2019,March,Lakshadweep,GST collected from State,IGST,0.0522931,amount in rupees crores,
2018-19,2019,March,Kerala,GST collected from State,IGST,319.966355,amount in rupees crores,
2018-19,2019,March,Tamil Nadu,GST collected from State,IGST,2152.2447319,amount in rupees crores,
2018-19,2019,March,Puducherry,GST collected from State,IGST,127.1763918,amount in rupees crores,
2018-19,2019,March,Andaman and Nicobar Islands,GST collected from State,IGST,2.5761762,amount in rupees crores,
2018-19,2019,March,Telangana,GST collected from State,IGST,1088.5388933,amount in rupees crores,
2018-19,2019,March,Andhra Pradesh,GST collected from State,IGST,987.552728,amount in rupees crores,
2018-19,2019,March,Other Territory,GST collected from State,IGST,120.0848528,amount in rupees crores,state: Represents territories other than States/UTs
2018-19,2019,March,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,IGST,73.8550112,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2018-19,2019,March,Jammu and Kashmir,GST collected from State,CESS,4.9265855,amount in rupees crores,
2018-19,2019,March,Himachal Pradesh,GST collected from State,CESS,0.5595683,amount in rupees crores,
2018-19,2019,March,Punjab,GST collected from State,CESS,9.930498,amount in rupees crores,
2018-19,2019,March,Chandigarh,GST collected from State,CESS,0.1875544,amount in rupees crores,
2018-19,2019,March,Uttarakhand,GST collected from State,CESS,24.9662646,amount in rupees crores,
2018-19,2019,March,Haryana,GST collected from State,CESS,308.6074739,amount in rupees crores,
2018-19,2019,March,Delhi,GST collected from State,CESS,92.7339775,amount in rupees crores,
2018-19,2019,March,Rajasthan,GST collected from State,CESS,125.8588605,amount in rupees crores,
2018-19,2019,March,Uttar Pradesh,GST collected from State,CESS,1043.9291911,amount in rupees crores,
2018-19,2019,March,Bihar,GST collected from State,CESS,174.3199551,amount in rupees crores,
2018-19,2019,March,Sikkim,GST collected from State,CESS,0.048845,amount in rupees crores,
2018-19,2019,March,Arunachal Pradesh,GST collected from State,CESS,0.2427858,amount in rupees crores,
2018-19,2019,March,Nagaland,GST collected from State,CESS,1.7858622,amount in rupees crores,
2018-19,2019,March,Manipur,GST collected from State,CESS,0.0342707,amount in rupees crores,
2018-19,2019,March,Mizoram,GST collected from State,CESS,0.009376,amount in rupees crores,
2018-19,2019,March,Tripura,GST collected from State,CESS,0.3177596,amount in rupees crores,
2018-19,2019,March,Meghalaya,GST collected from State,CESS,2.1385429,amount in rupees crores,
2018-19,2019,March,Assam,GST collected from State,CESS,42.1641629,amount in rupees crores,
2018-19,2019,March,West Bengal,GST collected from State,CESS,321.6953574,amount in rupees crores,
2018-19,2019,March,Jharkhand,GST collected from State,CESS,456.6297349,amount in rupees crores,
2018-19,2019,March,Odisha,GST collected from State,CESS,470.3568936,amount in rupees crores,
2018-19,2019,March,Chhattisgarh,GST collected from State,CESS,636.92364,amount in rupees crores,
2018-19,2019,March,Madhya Pradesh,GST collected from State,CESS,391.47452,amount in rupees crores,
2018-19,2019,March,Gujarat,GST collected from State,CESS,278.0917045,amount in rupees crores,
2018-19,2019,March,Daman and Diu,GST collected from State,CESS,0.0628575,amount in rupees crores,
2018-19,2019,March,Dadra and Nagar Haveli,GST collected from State,CESS,0.1197901,amount in rupees crores,
2018-19,2019,March,Maharashtra,GST collected from State,CESS,974.5898328,amount in rupees crores,
2018-19,2019,March,Karnataka,GST collected from State,CESS,731.0321876,amount in rupees crores,
2018-19,2019,March,Goa,GST collected from State,CESS,1.9950678,amount in rupees crores,
2018-19,2019,March,Lakshadweep,GST collected from State,CESS,0.0,amount in rupees crores,
2018-19,2019,March,Kerala,GST collected from State,CESS,6.139121,amount in rupees crores,
2018-19,2019,March,Tamil Nadu,GST collected from State,CESS,713.8446275,amount in rupees crores,
2018-19,2019,March,Puducherry,GST collected from State,CESS,0.3995607,amount in rupees crores,
2018-19,2019,March,Andaman and Nicobar Islands,GST collected from State,CESS,0.0761012,amount in rupees crores,
2018-19,2019,March,Telangana,GST collected from State,CESS,560.9857685,amount in rupees crores,
2018-19,2019,March,Andhra Pradesh,GST collected from State,CESS,17.7177967,amount in rupees crores,
2018-19,2019,March,Other Territory,GST collected from State,CESS,0.0007948,amount in rupees crores,state: Represents territories other than States/UTs
2018-19,2019,March,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,CESS,0.0,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2018-19,2019,March,All India,GST collected from State,CESS,7394.8968906,amount in rupees crores,
