fiscal_year,year,month,state,category,tax_type,amount,unit,notes
2021-22,2021,July,Nagaland,GST collected from State,IGST,6.1980135,amount in rupees crores,
2021-22,2021,July,Manipur,GST collected from State,IGST,3.1859331,amount in rupees crores,
2021-22,2021,July,Mizoram,GST collected from State,IGST,2.6355256,amount in rupees crores,
2021-22,2021,July,Tripura,GST collected from State,IGST,7.5783386,amount in rupees crores,
2021-22,2021,July,Meghalaya,GST collected from State,IGST,70.1006494,amount in rupees crores,
2021-22,2021,July,Assam,GST collected from State,IGST,225.6934866,amount in rupees crores,
2021-22,2021,July,West Bengal,GST collected from State,IGST,924.3682058,amount in rupees crores,
2021-22,2021,July,Jharkhand,GST collected from State,IGST,792.8687121,amount in rupees crores,
2021-22,2021,July,Odisha,GST collected from State,IGST,1028.1610472,amount in rupees crores,
2021-22,2021,July,Chhattisgarh,GST collected from State,IGST,772.1266747,amount in rupees crores,
2021-22,2021,July,Madhya Pradesh,GST collected from State,IGST,672.6844017,amount in rupees crores,
2021-22,2021,July,Gujarat,GST collected from State,IGST,2310.170482,amount in rupees crores,
2021-22,2021,July,Daman and Diu,GST collected from State,IGST,0.0538831,amount in rupees crores,
2021-22,2021,July,Dadra and Nagar Haveli,GST collected from State,IGST,151.5118721,amount in rupees crores,
2021-22,2021,July,Maharashtra,GST collected from State,IGST,6605.4719322,amount in rupees crores,
2021-22,2021,July,Karnataka,GST collected from State,IGST,2393.735313,amount in rupees crores,
2021-22,2021,July,Goa,GST collected from State,IGST,120.6954027,amount in rupees crores,
2021-22,2021,July,Lakshadweep,GST collected from State,IGST,0.026311,amount in rupees crores,
2021-22,2021,July,Kerala,GST collected from State,IGST,399.1036149,amount in rupees crores,
2021-22,2021,July,Tamil Nadu,GST collected from State,IGST,1764.3772899,amount in rupees crores,
2021-22,2021,July,Puducherry,GST collected from State,IGST,76.6713574,amount in rupees crores,
2021-22,2021,July,Andaman and Nicobar Islands,GST collected from State,IGST,2.4915426,amount in rupees crores,
2021-22,2021,July,Telangana,GST collected from State,IGST,1101.5846274,amount in rupees crores,
2021-22,2021,July,Andhra Pradesh,GST collected from State,IGST,956.1925597,amount in rupees crores,
2021-22,2021,July,Ladakh,GST collected from State,IGST,2.4312379,amount in rupees crores,
2021-22,2021,July,Other Territory,GST collected from State,IGST,123.4975745,amount in rupees crores,state: Represents territories other than States/UTs
2021-22,2021,July,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,IGST,161.3830153,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2021-22,2021,July,Jammu and Kashmir,GST collected from State,CESS,7.3557202,amount in rupees crores,
2021-22,2021,July,Himachal Pradesh,GST collected from State,CESS,0.88872,amount in rupees crores,
2021-22,2021,July,Punjab,GST collected from State,CESS,20.3453375,amount in rupees crores,
2021-22,2021,July,Chandigarh,GST collected from State,CESS,0.3823045,amount in rupees crores,
2021-22,2021,July,Uttarakhand,GST collected from State,CESS,7.3041478,amount in rupees crores,
2021-22,2021,July,Haryana,GST collected from State,CESS,424.4959028,amount in rupees crores,
2021-22,2021,July,Delhi,GST collected from State,CESS,53.5907506,amount in rupees crores,
2021-22,2021,July,Rajasthan,GST collected from State,CESS,119.0620806,amount in rupees crores,
2021-22,2021,July,Uttar Pradesh,GST collected from State,CESS,1000.330111,amount in rupees crores,
2021-22,2021,July,Bihar,GST collected from State,CESS,171.2053596,amount in rupees crores,
2021-22,2021,July,Sikkim,GST collected from State,CESS,0.0203998,amount in rupees crores,
2021-22,2021,July,Arunachal Pradesh,GST collected from State,CESS,0.0339376,amount in rupees crores,
2021-22,2021,July,Nagaland,GST collected from State,CESS,0.586859,amount in rupees crores,
2021-22,2021,July,Manipur,GST collected from State,CESS,0.2666805,amount in rupees crores,
2021-22,2021,July,Mizoram,GST collected from State,CESS,0.0316353,amount in rupees crores,
2021-22,2021,July,Tripura,GST collected from State,CESS,0.4288429,amount in rupees crores,
2021-22,2021,July,Meghalaya,GST collected from State,CESS,0.1184172,amount in rupees crores,
2021-22,2021,July,Assam,GST collected from State,CESS,19.2561915,amount in rupees crores,
2021-22,2021,July,West Bengal,GST collected from State,CESS,130.7715403,amount in rupees crores,
2021-22,2021,July,Jharkhand,GST collected from State,CESS,415.9175798,amount in rupees crores,
2021-22,2021,July,Odisha,GST collected from State,CESS,592.2005496,amount in rupees crores,
2021-22,2021,July,Chhattisgarh,GST collected from State,CESS,505.1194919,amount in rupees crores,
2021-22,2021,July,Madhya Pradesh,GST collected from State,CESS,484.0333929,amount in rupees crores,
2021-22,2021,July,Gujarat,GST collected from State,CESS,431.6756059,amount in rupees crores,
2021-22,2021,July,Daman and Diu,GST collected from State,CESS,0.0,amount in rupees crores,
2021-22,2021,July,Dadra and Nagar Haveli,GST collected from State,CESS,0.0399876,amount in rupees crores,
2021-22,2021,July,Maharashtra,GST collected from State,CESS,1067.7293078,amount in rupees crores,
2021-22,2021,July,Karnataka,GST collected from State,CESS,281.7992987,amount in rupees crores,
2021-22,2021,July,Goa,GST collected from State,CESS,1.0861402,amount in rupees crores,
2021-22,2021,July,Lakshadweep,GST collected from State,CESS,0.0,amount in rupees crores,
2021-22,2021,July,Kerala,GST collected from State,CESS,2.8597751,amount in rupees crores,
2021-22,2021,July,Tamil Nadu,GST collected from State,CESS,558.4729842,amount in rupees crores,
2021-22,2021,July,Puducherry,GST collected from State,CESS,0.0824988,amount in rupees crores,
2021-22,2021,July,Andaman and Nicobar Islands,GST collected from State,CESS,0.0603712,amount in rupees crores,
2021-22,2021,July,Telangana,GST collected from State,CESS,500.7154254,amount in rupees crores,
2021-22,2021,July,Andhra Pradesh,GST collected from State,CESS,176.9655992,amount in rupees crores,
2021-22,2021,July,Ladakh,GST collected from State,CESS,0.0008807,amount in rupees crores,
2021-22,2021,July,Other Territory,GST collected from State,CESS,0.0006928,amount in rupees crores,state: Represents territories other than States/UTs
2021-22,2021,July,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,CESS,0.0,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2021-22,2021,July,All India,GST collected from State,CESS,6975.2345205,amount in rupees crores,
2021-22,2021,July,All India,GST collected from State,CGST,22197.2994387,amount in rupees crores,
2021-22,2021,July,All India,GST collected from State,IGST,29964.0914524,amount in rupees crores,
2021-22,2021,July,All India,GST collected from State,SGST,28541.2396343,amount in rupees crores,
2021-22,2021,July,All India,GST collected from State,Total Tax Collection,87677.8650459,amount in rupees crores,
2021-22,2021,July,Andaman and Nicobar Islands,GST collected from State,Total Tax Collection,18.5641824,amount in rupees crores,
2021-22,2021,July,Andhra Pradesh,GST collected from State,Total Tax Collection,2730.3412918,amount in rupees crores,
2021-22,2021,July,Arunachal Pradesh,GST collected from State,Total Tax Collection,55.4902366,amount in rupees crores,
2021-22,2021,July,Assam,GST collected from State,Total Tax Collection,881.9521274,amount in rupees crores,
2021-22,2021,July,Bihar,GST collected from State,Total Tax Collection,1280.9921438,amount in rupees crores,
2021-22,2021,July,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,Total Tax Collection,161.3830153,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2021-22,2021,July,Chandigarh,GST collected from State,Total Tax Collection,168.9150492,amount in rupees crores,
2021-22,2021,July,Chhattisgarh,GST collected from State,Total Tax Collection,2432.4424568,amount in rupees crores,
2021-22,2021,July,Dadra and Nagar Haveli,GST collected from State,Total Tax Collection,226.9128156,amount in rupees crores,
2021-22,2021,July,Daman and Diu,GST collected from State,Total Tax Collection,0.4368379,amount in rupees crores,
2021-22,2021,July,Delhi,GST collected from State,Total Tax Collection,3815.0643413,amount in rupees crores,
2021-22,2021,July,Goa,GST collected from State,Total Tax Collection,303.343234,amount in rupees crores,
2021-22,2021,July,Gujarat,GST collected from State,Total Tax Collection,7628.6413275,amount in rupees crores,
2021-22,2021,July,Haryana,GST collected from State,Total Tax Collection,5329.636015800001,amount in rupees crores,
2021-22,2021,July,Himachal Pradesh,GST collected from State,Total Tax Collection,666.640156,amount in rupees crores,
2021-22,2021,July,Jammu and Kashmir,GST collected from State,Total Tax Collection,431.77863360000003,amount in rupees crores,
2021-22,2021,July,Jharkhand,GST collected from State,Total Tax Collection,2056.3994708,amount in rupees crores,
2021-22,2021,July,Karnataka,GST collected from State,Total Tax Collection,6736.5027816,amount in rupees crores,
2021-22,2021,July,Kerala,GST collected from State,Total Tax Collection,1675.148063,amount in rupees crores,
2021-22,2021,July,Ladakh,GST collected from State,Total Tax Collection,12.9474929,amount in rupees crores,
2021-22,2021,July,Lakshadweep,GST collected from State,Total Tax Collection,0.9559629,amount in rupees crores,
2021-22,2021,July,Madhya Pradesh,GST collected from State,Total Tax Collection,2657.0437856,amount in rupees crores,
2021-22,2021,July,Maharashtra,GST collected from State,Total Tax Collection,18899.2636823,amount in rupees crores,
2021-22,2021,July,Manipur,GST collected from State,Total Tax Collection,37.3777275,amount in rupees crores,
2021-22,2021,July,Meghalaya,GST collected from State,Total Tax Collection,121.09910819999999,amount in rupees crores,
2021-22,2021,July,Mizoram,GST collected from State,Total Tax Collection,20.9864846,amount in rupees crores,
2021-22,2021,July,Nagaland,GST collected from State,Total Tax Collection,28.1753328,amount in rupees crores,
2021-22,2021,July,Odisha,GST collected from State,Total Tax Collection,3615.2340139,amount in rupees crores,
2021-22,2021,July,Other Territory,GST collected from State,Total Tax Collection,140.54674640000002,amount in rupees crores,state: Represents territories other than States/UTs
2021-22,2021,July,Puducherry,GST collected from State,Total Tax Collection,128.61797750000002,amount in rupees crores,
2021-22,2021,July,Punjab,GST collected from State,Total Tax Collection,1533.0259599,amount in rupees crores,
2021-22,2021,July,Rajasthan,GST collected from State,Total Tax Collection,3128.798104,amount in rupees crores,
2021-22,2021,July,Sikkim,GST collected from State,Total Tax Collection,197.33486000000002,amount in rupees crores,
2021-22,2021,July,Tamil Nadu,GST collected from State,Total Tax Collection,6302.121606000001,amount in rupees crores,
2021-22,2021,July,Telangana,GST collected from State,Total Tax Collection,3609.5615482000003,amount in rupees crores,
2021-22,2021,July,Tripura,GST collected from State,Total Tax Collection,65.231656,amount in rupees crores,
2021-22,2021,July,Uttar Pradesh,GST collected from State,Total Tax Collection,6010.641528300001,amount in rupees crores,
2021-22,2021,July,Uttarakhand,GST collected from State,Total Tax Collection,1105.6339822,amount in rupees crores,
2021-22,2021,July,West Bengal,GST collected from State,Total Tax Collection,3462.6833063,amount in rupees crores,
2021-22,2021,June,Jammu and Kashmir,GST collected from State,CGST,75.5809967,amount in rupees crores,
2021-22,2021,June,Himachal Pradesh,GST collected from State,CGST,87.3143327,amount in rupees crores,
2021-22,2021,June,Punjab,GST collected from State,CGST,274.9136173,amount in rupees crores,
2021-22,2021,June,Chandigarh,GST collected from State,CGST,21.0060839,amount in rupees crores,
2021-22,2021,June,Uttarakhand,GST collected from State,CGST,154.8933044,amount in rupees crores,
2021-22,2021,June,Haryana,GST collected from State,CGST,678.7003331,amount in rupees crores,
2021-22,2021,June,Delhi,GST collected from State,CGST,497.1287902,amount in rupees crores,
2021-22,2021,June,Rajasthan,GST collected from State,CGST,621.0881171,amount in rupees crores,
2021-22,2021,June,Uttar Pradesh,GST collected from State,CGST,1091.4780246,amount in rupees crores,
2021-22,2021,June,Bihar,GST collected from State,CGST,242.4599312,amount in rupees crores,
2021-22,2021,June,Sikkim,GST collected from State,CGST,11.0424507,amount in rupees crores,
2021-22,2021,June,Arunachal Pradesh,GST collected from State,CGST,13.1824858,amount in rupees crores,
2021-22,2021,June,Nagaland,GST collected from State,CGST,11.3048121,amount in rupees crores,
2021-22,2021,June,Manipur,GST collected from State,CGST,8.6400969,amount in rupees crores,
2021-22,2021,June,Mizoram,GST collected from State,CGST,5.7894753,amount in rupees crores,
2021-22,2021,June,Tripura,GST collected from State,CGST,16.1895558,amount in rupees crores,
2021-22,2021,June,Meghalaya,GST collected from State,CGST,13.9755327,amount in rupees crores,
2021-22,2021,June,Assam,GST collected from State,CGST,187.9134895,amount in rupees crores,
2021-22,2021,June,West Bengal,GST collected from State,CGST,820.1068643,amount in rupees crores,
2021-22,2021,June,Jharkhand,GST collected from State,CGST,316.161233,amount in rupees crores,
2021-22,2021,June,Odisha,GST collected from State,CGST,743.1637031,amount in rupees crores,
2021-22,2021,June,Chhattisgarh,GST collected from State,CGST,439.5712671,amount in rupees crores,
2021-22,2021,June,Madhya Pradesh,GST collected from State,CGST,437.9799754,amount in rupees crores,
2021-22,2021,June,Gujarat,GST collected from State,CGST,1739.5541133,amount in rupees crores,
2021-22,2021,June,Daman and Diu,GST collected from State,CGST,0.1029998,amount in rupees crores,
2021-22,2021,June,Dadra and Nagar Haveli,GST collected from State,CGST,38.7214967,amount in rupees crores,
2021-22,2021,June,Maharashtra,GST collected from State,CGST,3814.7574859,amount in rupees crores,
2021-22,2021,June,Karnataka,GST collected from State,CGST,1237.1929537,amount in rupees crores,
2021-22,2021,June,Goa,GST collected from State,CGST,65.4961552,amount in rupees crores,
2021-22,2021,June,Lakshadweep,GST collected from State,CGST,0.1832347,amount in rupees crores,
2021-22,2021,June,Kerala,GST collected from State,CGST,313.1919917,amount in rupees crores,
2021-22,2021,June,Tamil Nadu,GST collected from State,CGST,1152.6421742,amount in rupees crores,
2021-22,2021,June,Puducherry,GST collected from State,CGST,12.8370121,amount in rupees crores,
2021-22,2021,June,Andaman and Nicobar Islands,GST collected from State,CGST,4.2507496,amount in rupees crores,
2021-22,2021,June,Telangana,GST collected from State,CGST,662.3137324,amount in rupees crores,
2021-22,2021,June,Andhra Pradesh,GST collected from State,CGST,512.1139121,amount in rupees crores,
2021-22,2021,June,Ladakh,GST collected from State,CGST,2.1255303,amount in rupees crores,
2021-22,2021,June,Other Territory,GST collected from State,CGST,6.3240534,amount in rupees crores,state: Represents territories other than States/UTs
2021-22,2021,June,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,CGST,0.0,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2021-22,2021,June,Jammu and Kashmir,GST collected from State,SGST,123.7818341,amount in rupees crores,
2021-22,2021,June,Himachal Pradesh,GST collected from State,SGST,119.8741577,amount in rupees crores,
2021-22,2021,June,Punjab,GST collected from State,SGST,410.8542455,amount in rupees crores,
2021-22,2021,June,Chandigarh,GST collected from State,SGST,28.4203949,amount in rupees crores,
2021-22,2021,June,Uttarakhand,GST collected from State,SGST,209.1442091,amount in rupees crores,
2021-22,2021,June,Haryana,GST collected from State,SGST,870.2784464,amount in rupees crores,
2021-22,2021,June,Delhi,GST collected from State,SGST,601.8891166,amount in rupees crores,
2021-22,2021,June,Rajasthan,GST collected from State,SGST,781.4477295,amount in rupees crores,
2021-22,2021,June,Uttar Pradesh,GST collected from State,SGST,1540.3017261,amount in rupees crores,
2021-22,2021,June,Bihar,GST collected from State,SGST,368.6196086,amount in rupees crores,
2021-22,2021,June,Sikkim,GST collected from State,SGST,17.7529003,amount in rupees crores,
2021-22,2021,June,Arunachal Pradesh,GST collected from State,SGST,15.906485,amount in rupees crores,
2021-22,2021,June,Nagaland,GST collected from State,SGST,15.5526589,amount in rupees crores,
2021-22,2021,June,Manipur,GST collected from State,SGST,11.0578557,amount in rupees crores,
2021-22,2021,June,Mizoram,GST collected from State,SGST,7.9218374,amount in rupees crores,
2021-22,2021,June,Tripura,GST collected from State,SGST,21.8517022,amount in rupees crores,
2021-22,2021,June,Meghalaya,GST collected from State,SGST,17.2628734,amount in rupees crores,
2021-22,2021,June,Assam,GST collected from State,SGST,235.1583206,amount in rupees crores,
2021-22,2021,June,West Bengal,GST collected from State,SGST,1020.9457635,amount in rupees crores,
2021-22,2021,June,Jharkhand,GST collected from State,SGST,391.8207115,amount in rupees crores,
2021-22,2021,June,Odisha,GST collected from State,SGST,858.8256828,amount in rupees crores,
2021-22,2021,June,Chhattisgarh,GST collected from State,SGST,488.10258,amount in rupees crores,
2021-22,2021,June,Madhya Pradesh,GST collected from State,SGST,556.0787926,amount in rupees crores,
2021-22,2021,June,Gujarat,GST collected from State,SGST,2081.7152537,amount in rupees crores,
2021-22,2021,June,Daman and Diu,GST collected from State,SGST,0.1026565,amount in rupees crores,
2021-22,2021,June,Dadra and Nagar Haveli,GST collected from State,SGST,46.7605291,amount in rupees crores,
2021-22,2021,June,Maharashtra,GST collected from State,SGST,4411.3719149,amount in rupees crores,
2021-22,2021,June,Karnataka,GST collected from State,SGST,1501.7231005,amount in rupees crores,
2021-22,2021,June,Goa,GST collected from State,SGST,84.452843,amount in rupees crores,
2021-22,2021,June,Lakshadweep,GST collected from State,SGST,0.1842504,amount in rupees crores,
2021-22,2021,June,Kerala,GST collected from State,SGST,438.4637105,amount in rupees crores,
2021-22,2021,June,Tamil Nadu,GST collected from State,SGST,1499.1434677,amount in rupees crores,
2021-22,2021,June,Puducherry,GST collected from State,SGST,20.476162,amount in rupees crores,
2021-22,2021,June,Andaman and Nicobar Islands,GST collected from State,SGST,5.6172491,amount in rupees crores,
2021-22,2021,June,Telangana,GST collected from State,SGST,872.7636235,amount in rupees crores,
2021-22,2021,June,Andhra Pradesh,GST collected from State,SGST,653.8223022,amount in rupees crores,
2021-22,2021,June,Ladakh,GST collected from State,SGST,2.940362,amount in rupees crores,
2021-22,2021,June,Other Territory,GST collected from State,SGST,8.2724361,amount in rupees crores,state: Represents territories other than States/UTs
2021-22,2021,June,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,SGST,0.0,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2021-22,2021,June,Jammu and Kashmir,GST collected from State,IGST,95.2498663,amount in rupees crores,
2021-22,2021,June,Himachal Pradesh,GST collected from State,IGST,311.1283762,amount in rupees crores,
2021-22,2021,June,Punjab,GST collected from State,IGST,407.8080223,amount in rupees crores,
2021-22,2021,June,Chandigarh,GST collected from State,IGST,69.6393152,amount in rupees crores,
2021-22,2021,June,Uttarakhand,GST collected from State,IGST,332.4863727,amount in rupees crores,
2021-22,2021,June,Haryana,GST collected from State,IGST,2096.9198874,amount in rupees crores,
2021-22,2021,June,Delhi,GST collected from State,IGST,1494.2825646,amount in rupees crores,
2021-22,2021,June,Rajasthan,GST collected from State,IGST,683.5435756,amount in rupees crores,
2021-22,2021,June,Uttar Pradesh,GST collected from State,IGST,1175.6688979,amount in rupees crores,
2021-22,2021,June,Bihar,GST collected from State,IGST,119.8613102,amount in rupees crores,
2021-22,2021,June,Sikkim,GST collected from State,IGST,182.9244066,amount in rupees crores,
2021-22,2021,June,Arunachal Pradesh,GST collected from State,IGST,3.8729413,amount in rupees crores,
2021-22,2021,June,Nagaland,GST collected from State,IGST,2.8890814,amount in rupees crores,
2021-22,2021,June,Manipur,GST collected from State,IGST,2.1081457,amount in rupees crores,
2021-22,2021,June,Mizoram,GST collected from State,IGST,3.6431832,amount in rupees crores,
2021-22,2021,June,Tripura,GST collected from State,IGST,4.5764865,amount in rupees crores,
2021-22,2021,June,Meghalaya,GST collected from State,IGST,73.4615982,amount in rupees crores,
2021-22,2021,June,Assam,GST collected from State,IGST,208.8190098,amount in rupees crores,
2021-22,2021,June,West Bengal,GST collected from State,IGST,659.2099206,amount in rupees crores,
2021-22,2021,June,Jharkhand,GST collected from State,IGST,843.6160869,amount in rupees crores,
2021-22,2021,June,Odisha,GST collected from State,IGST,842.6469761,amount in rupees crores,
2021-22,2021,June,Chhattisgarh,GST collected from State,IGST,744.4446639,amount in rupees crores,
2021-22,2021,June,Madhya Pradesh,GST collected from State,IGST,545.7642717,amount in rupees crores,
2021-22,2021,June,Gujarat,GST collected from State,IGST,1952.4940171,amount in rupees crores,
2021-22,2021,June,Daman and Diu,GST collected from State,IGST,0.117046,amount in rupees crores,
2021-22,2021,June,Dadra and Nagar Haveli,GST collected from State,IGST,157.2379301,amount in rupees crores,
2021-22,2021,June,Maharashtra,GST collected from State,IGST,4553.300387,amount in rupees crores,
2021-22,2021,June,Karnataka,GST collected from State,IGST,2119.1557192,amount in rupees crores,
2021-22,2021,June,Goa,GST collected from State,IGST,105.0907564,amount in rupees crores,
2021-22,2021,June,Lakshadweep,GST collected from State,IGST,0.1149764,amount in rupees crores,
2021-22,2021,June,Kerala,GST collected from State,IGST,244.6083504,amount in rupees crores,
2021-22,2021,June,Tamil Nadu,GST collected from State,IGST,1395.9442421,amount in rupees crores,
2021-22,2021,June,Puducherry,GST collected from State,IGST,70.545264,amount in rupees crores,
2021-22,2021,June,Andaman and Nicobar Islands,GST collected from State,IGST,1.66429,amount in rupees crores,
2021-22,2021,June,Telangana,GST collected from State,IGST,850.3066072,amount in rupees crores,
2021-22,2021,June,Andhra Pradesh,GST collected from State,IGST,784.2639809,amount in rupees crores,
2021-22,2021,June,Ladakh,GST collected from State,IGST,0.9933731,amount in rupees crores,
2021-22,2021,June,Other Territory,GST collected from State,IGST,112.7992648,amount in rupees crores,state: Represents territories other than States/UTs
2021-22,2021,June,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,IGST,163.6914976,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2021-22,2021,June,Jammu and Kashmir,GST collected from State,CESS,5.1323599,amount in rupees crores,
2021-22,2021,June,Himachal Pradesh,GST collected from State,CESS,0.7821791,amount in rupees crores,
2021-22,2021,June,Punjab,GST collected from State,CESS,17.5593798,amount in rupees crores,
2021-22,2021,June,Chandigarh,GST collected from State,CESS,1.3818326,amount in rupees crores,
2021-22,2021,June,Uttarakhand,GST collected from State,CESS,5.7704609,amount in rupees crores,
2021-22,2021,June,Haryana,GST collected from State,CESS,155.0901765,amount in rupees crores,
2021-22,2021,June,Delhi,GST collected from State,CESS,62.323757,amount in rupees crores,
2021-22,2021,June,Rajasthan,GST collected from State,CESS,89.87525,amount in rupees crores,
2021-22,2021,June,Uttar Pradesh,GST collected from State,CESS,780.9148605,amount in rupees crores,
2021-22,2021,June,Bihar,GST collected from State,CESS,158.0056039,amount in rupees crores,
2021-22,2021,June,Sikkim,GST collected from State,CESS,0.0056531,amount in rupees crores,
2021-22,2021,June,Arunachal Pradesh,GST collected from State,CESS,0.1304558,amount in rupees crores,
2021-22,2021,June,Nagaland,GST collected from State,CESS,0.3946067,amount in rupees crores,
2021-22,2021,June,Manipur,GST collected from State,CESS,0.0361192,amount in rupees crores,
2021-22,2021,June,Mizoram,GST collected from State,CESS,0.0220196,amount in rupees crores,
2021-22,2021,June,Tripura,GST collected from State,CESS,0.0940542,amount in rupees crores,
2021-22,2021,June,Meghalaya,GST collected from State,CESS,0.1456447,amount in rupees crores,
2021-22,2021,June,Assam,GST collected from State,CESS,29.9288288,amount in rupees crores,
2021-22,2021,June,West Bengal,GST collected from State,CESS,243.6809665,amount in rupees crores,
2021-22,2021,June,Jharkhand,GST collected from State,CESS,479.9352856,amount in rupees crores,
2021-22,2021,June,Odisha,GST collected from State,CESS,555.2675814,amount in rupees crores,
2021-22,2021,June,Chhattisgarh,GST collected from State,CESS,557.5145445,amount in rupees crores,
2021-22,2021,June,Madhya Pradesh,GST collected from State,CESS,558.6177708,amount in rupees crores,
2021-22,2021,June,Gujarat,GST collected from State,CESS,353.9732037,amount in rupees crores,
2021-22,2021,June,Daman and Diu,GST collected from State,CESS,0.0,amount in rupees crores,
2021-22,2021,June,Dadra and Nagar Haveli,GST collected from State,CESS,0.0843163,amount in rupees crores,
2021-22,2021,June,Maharashtra,GST collected from State,CESS,942.426702,amount in rupees crores,
2021-22,2021,June,Karnataka,GST collected from State,CESS,245.015327,amount in rupees crores,
2021-22,2021,June,Goa,GST collected from State,CESS,1.2949951,amount in rupees crores,
2021-22,2021,June,Lakshadweep,GST collected from State,CESS,0.0001218,amount in rupees crores,
2021-22,2021,June,Kerala,GST collected from State,CESS,2.1187654,amount in rupees crores,
2021-22,2021,June,Tamil Nadu,GST collected from State,CESS,331.8934489,amount in rupees crores,
2021-22,2021,June,Puducherry,GST collected from State,CESS,0.2167318,amount in rupees crores,
2021-22,2021,June,Andaman and Nicobar Islands,GST collected from State,CESS,0.0148091,amount in rupees crores,
2021-22,2021,June,Telangana,GST collected from State,CESS,459.7968439,amount in rupees crores,
2021-22,2021,June,Andhra Pradesh,GST collected from State,CESS,100.5744608,amount in rupees crores,
2021-22,2021,June,Ladakh,GST collected from State,CESS,0.0,amount in rupees crores,
2021-22,2021,June,Other Territory,GST collected from State,CESS,0.0030896,amount in rupees crores,state: Represents territories other than States/UTs
2021-22,2021,June,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,CESS,0.0,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2021-22,2021,June,All India,GST collected from State,CESS,6140.0222065,amount in rupees crores,
2021-22,2021,June,All India,GST collected from State,CGST,16331.392068,amount in rupees crores,
2021-22,2021,June,All India,GST collected from State,IGST,23416.8926626,amount in rupees crores,
2021-22,2021,June,All India,GST collected from State,SGST,20340.6594936,amount in rupees crores,
2021-22,2021,June,All India,GST collected from State,Total Tax Collection,66228.9664307,amount in rupees crores,
2021-22,2021,June,Andaman and Nicobar Islands,GST collected from State,Total Tax Collection,11.5470978,amount in rupees crores,
2021-22,2021,June,Andhra Pradesh,GST collected from State,Total Tax Collection,2050.774656,amount in rupees crores,
2021-22,2021,June,Arunachal Pradesh,GST collected from State,Total Tax Collection,33.0923679,amount in rupees crores,
2021-22,2021,June,Assam,GST collected from State,Total Tax Collection,661.8196487,amount in rupees crores,
2021-22,2021,June,Bihar,GST collected from State,Total Tax Collection,888.9464539,amount in rupees crores,
2021-22,2021,June,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,Total Tax Collection,163.6914976,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2021-22,2021,June,Chandigarh,GST collected from State,Total Tax Collection,120.44762659999999,amount in rupees crores,
2021-22,2021,June,Chhattisgarh,GST collected from State,Total Tax Collection,2229.6330555,amount in rupees crores,
2021-22,2021,June,Dadra and Nagar Haveli,GST collected from State,Total Tax Collection,242.8042722,amount in rupees crores,
2021-22,2021,June,Daman and Diu,GST collected from State,Total Tax Collection,0.3227023,amount in rupees crores,
2021-22,2021,June,Delhi,GST collected from State,Total Tax Collection,2655.6242284,amount in rupees crores,
2021-22,2021,June,Goa,GST collected from State,Total Tax Collection,256.33474970000003,amount in rupees crores,
2021-22,2021,June,Gujarat,GST collected from State,Total Tax Collection,6127.7365878,amount in rupees crores,
2021-22,2021,June,Haryana,GST collected from State,Total Tax Collection,3800.9888434,amount in rupees crores,
2021-22,2021,June,Himachal Pradesh,GST collected from State,Total Tax Collection,519.0990456999999,amount in rupees crores,
2021-22,2021,June,Jammu and Kashmir,GST collected from State,Total Tax Collection,299.745057,amount in rupees crores,
2021-22,2021,June,Jharkhand,GST collected from State,Total Tax Collection,2031.5333170000001,amount in rupees crores,
2021-22,2021,June,Karnataka,GST collected from State,Total Tax Collection,5103.0871004,amount in rupees crores,
2021-22,2021,June,Kerala,GST collected from State,Total Tax Collection,998.382818,amount in rupees crores,
2021-22,2021,June,Ladakh,GST collected from State,Total Tax Collection,6.0592654,amount in rupees crores,
2021-22,2021,June,Lakshadweep,GST collected from State,Total Tax Collection,0.4825833,amount in rupees crores,
