fiscal_year,month,state,district_as_per_source,district_as_per_lgd,district_lgd_code,volume,units,notes
2024-25,December,Meghalaya,Ri Bhoi,Ri Bhoi,276.0,0.05,volume in millions,
2024-25,December,Meghalaya,West Garo Hills,West Garo Hills,278.0,0.11,volume in millions,
2024-25,December,Meghalaya,West Khasi Hills,West Khasi Hills,279.0,0.05,volume in millions,
2024-25,December,Mizoram,Aizawl,Aizawl,261.0,0.33,volume in millions,
2024-25,December,Mizoram,Champhai,Champhai,262.0,0.04,volume in millions,
2024-25,December,Mizoram,Kolasib,Kolasib,263.0,0.03,volume in millions,
2024-25,December,Mizoram,Lawngtlai,Lawngtlai,264.0,0.03,volume in millions,
2024-25,December,Mizoram,Lunglei,Lunglei,265.0,0.05,volume in millions,
2024-25,December,Mizoram,Rest of locations,,,0.04,volume in millions,
2024-25,December,Nagaland,Dimapur,Dimapur,244.0,0.19,volume in millions,
2024-25,December,Nagaland,Kohima,Kohima,245.0,0.1,volume in millions,
2024-25,December,Nagaland,Mokokchung,Mokokchung,246.0,0.02,volume in millions,
2024-25,December,Nagaland,Mon,Mon,247.0,0.01,volume in millions,
2024-25,December,Nagaland,Rest of locations,,,0.04,volume in millions,
2024-25,December,Nagaland,Wokha,Wokha,250.0,0.02,volume in millions,
2024-25,December,Odisha,Baleshwar,Balasore,346.0,1.07,volume in millions,
2024-25,December,Odisha,Cuttack,Cuttack,350.0,0.81,volume in millions,
2024-25,December,Odisha,Ganjam,Ganjam,354.0,0.66,volume in millions,
2024-25,December,Odisha,Khordha,Khordha,362.0,1.45,volume in millions,
2024-25,December,Odisha,Rest of locations,,,5.9,volume in millions,
2024-25,December,Odisha,Sundargarh,Sundargarh,373.0,0.56,volume in millions,
2024-25,December,Others,Others,Others,0.0,1.38,volume in millions,
2024-25,December,Puducherry,Karaikal,Karaikal,598.0,0.18,volume in millions,
2024-25,December,Puducherry,Mahe,Mahe,,0.0,volume in millions,
2024-25,December,Puducherry,Pondicherry,Puducherry,600.0,0.97,volume in millions,
2024-25,December,Punjab,Amritsar,Amritsar,27.0,0.99,volume in millions,
2024-25,December,Punjab,Gurdaspur,Gurdaspur,32.0,0.77,volume in millions,
2024-25,December,Punjab,Jalandhar,Jalandhar,34.0,0.89,volume in millions,
2024-25,December,Punjab,Ludhiana,Ludhiana,36.0,1.74,volume in millions,
2024-25,December,Punjab,Rest of locations,,,3.93,volume in millions,
2024-25,December,Punjab,Rupnagar,Rupnagar,42.0,0.69,volume in millions,
2024-25,December,Rajasthan,Alwar,Alwar,87.0,0.78,volume in millions,
2024-25,December,Rajasthan,Dausa,Dausa,97.0,0.53,volume in millions,
2024-25,December,Rajasthan,Jaipur,Jaipur,102.0,2.14,volume in millions,
2024-25,December,Rajasthan,Jodhpur,Jodhpur,107.0,0.64,volume in millions,
2024-25,December,Rajasthan,Rest of locations,,,5.12,volume in millions,
2024-25,December,Rajasthan,Udaipur,Udaipur,117.0,0.47,volume in millions,
2024-25,December,Sikkim,Gangtok,Gangtok,225.0,0.22,volume in millions,
2024-25,December,Sikkim,Gyalshing,Gyalshing,228.0,0.05,volume in millions,
2024-25,December,Sikkim,Mangan,Mangan,226.0,0.01,volume in millions,
2024-25,December,Sikkim,Namchi,Namchi,227.0,0.05,volume in millions,
2024-25,December,Tamil Nadu,Chennai,Chennai,568.0,3.75,volume in millions,
2024-25,December,Tamil Nadu,Coimbatore,Coimbatore,569.0,5.63,volume in millions,
2024-25,December,Tamil Nadu,Kanchipuram,Kancheepuram,574.0,5.07,volume in millions,
2024-25,December,Tamil Nadu,Rest of locations,,,32.92,volume in millions,
2024-25,December,Tamil Nadu,Tiruvallur,Thiruvallur,589.0,3.89,volume in millions,
2024-25,December,Tamil Nadu,Vellore,Vellore,595.0,2.82,volume in millions,
2024-25,December,Telangana,Hyderabad,Hyderabad,507.0,4.24,volume in millions,
2024-25,December,Telangana,Karimnagar,Karimnagar,508.0,0.87,volume in millions,
2024-25,December,Telangana,Medak,Medak,513.0,0.93,volume in millions,
2024-25,December,Telangana,Rangareddy,Ranga Reddy,518.0,2.21,volume in millions,
2024-25,December,Telangana,Rest of locations,,,2.47,volume in millions,
2024-25,December,Telangana,Warangal,Warangal,522.0,0.67,volume in millions,
2024-25,December,Tripura,Dhalai,Dhalai,269.0,0.04,volume in millions,
2024-25,December,Tripura,North Tripura,North Tripura,270.0,0.15,volume in millions,
2024-25,December,Tripura,South Tripura,South Tripura,271.0,0.1,volume in millions,
2024-25,December,Tripura,West Tripura,West Tripura,272.0,0.51,volume in millions,
2024-25,December,Uttar Pradesh,Allahabad,Prayagraj,120.0,1.24,volume in millions,
2024-25,December,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,144.0,1.92,volume in millions,
2024-25,December,Uttar Pradesh,Ghaziabad,Ghaziabad,145.0,1.93,volume in millions,
2024-25,December,Uttar Pradesh,Lucknow,Lucknow,162.0,2.42,volume in millions,
2024-25,December,Uttar Pradesh,Rest of locations,,,21.21,volume in millions,
2024-25,December,Uttar Pradesh,Varanasi,Varanasi,187.0,1.27,volume in millions,
2024-25,December,Uttarakhand,Almora,Almora,45.0,0.16,volume in millions,
2024-25,December,Uttarakhand,Dehradun,Dehradun,49.0,1.12,volume in millions,
2024-25,December,Uttarakhand,Haridwar,Haridwar,50.0,0.67,volume in millions,
2024-25,December,Uttarakhand,Nainital,Nainital,51.0,0.4,volume in millions,
2024-25,December,Uttarakhand,Rest of locations,,,0.6,volume in millions,
2024-25,December,Uttarakhand,Udham Singh Nagar,Udam Singh Nagar,56.0,0.69,volume in millions,
2024-25,December,West Bengal,Howrah,Howrah,313.0,1.41,volume in millions,
2024-25,December,West Bengal,Kolkata,Kolkata,315.0,3.29,volume in millions,
2024-25,December,West Bengal,North 24 Parganas,North 24 Parganas,303.0,2.89,volume in millions,
2024-25,December,West Bengal,Purba Bardhaman,Purba Bardhaman,306.0,1.67,volume in millions,
2024-25,December,West Bengal,Rest Of Locations,,,9.0,volume in millions,
2024-25,December,West Bengal,South 24 Parganas,South 24 Parganas,304.0,1.53,volume in millions,
2024-25,November,Andaman and Nicobar Islands,Nicobars,Nicobars,603.0,0.0,volume in millions,
2024-25,November,Andaman and Nicobar Islands,North and Middle Andaman,North and Middle Andaman,632.0,0.02,volume in millions,
2024-25,November,Andaman and Nicobar Islands,South Andaman,South Andamans,602.0,0.11,volume in millions,
2024-25,November,Andhra Pradesh,Chittoor,Chittoor,503.0,1.68,volume in millions,
2024-25,November,Andhra Pradesh,East Godavari,East Godavari,505.0,1.3,volume in millions,
2024-25,November,Andhra Pradesh,Guntur,Guntur,506.0,1.24,volume in millions,
2024-25,November,Andhra Pradesh,Krishna,Krishna,510.0,1.49,volume in millions,
2024-25,November,Andhra Pradesh,Rest of locations,,,5.43,volume in millions,
2024-25,November,Andhra Pradesh,Visakhapatnam,Visakhapatnam,520.0,1.86,volume in millions,
2024-25,November,Arunachal Pradesh,East Siang,East Siang,232.0,0.03,volume in millions,
2024-25,November,Arunachal Pradesh,Lohit,Lohit,234.0,0.03,volume in millions,
2024-25,November,Arunachal Pradesh,Lower Subansiri,Lower Subansiri,236.0,0.03,volume in millions,
2024-25,November,Arunachal Pradesh,Papum Pare,Papum Pare,237.0,0.11,volume in millions,
2024-25,November,Arunachal Pradesh,Rest of locations,,,0.08,volume in millions,
2024-25,November,Arunachal Pradesh,West Siang,West Siang,243.0,0.02,volume in millions,
2024-25,November,Assam,Cachar,Cachar,282.0,0.39,volume in millions,
2024-25,November,Assam,Dibrugarh,Dibrugarh,286.0,0.36,volume in millions,
2024-25,November,Assam,Kamrup,Kamrup,291.0,1.53,volume in millions,
2024-25,November,Assam,Nagaon,Nagaon,297.0,0.53,volume in millions,
2024-25,November,Assam,Rest of locations,,,3.45,volume in millions,
2024-25,November,Assam,Sonitpur,Sonitpur,301.0,0.37,volume in millions,
2024-25,November,Bihar,Muzaffarpur,Muzaffarpur,208.0,0.65,volume in millions,
2024-25,November,Bihar,Patna,Patna,212.0,1.86,volume in millions,
2024-25,November,Bihar,Rest of locations,,,7.58,volume in millions,
2024-25,November,Bihar,Saran,Saran,218.0,0.54,volume in millions,
2024-25,November,Bihar,Vaishali,Vaishali,224.0,0.55,volume in millions,
2024-25,November,Bihar,West Champaran,Pashchim Champaran,211.0,0.53,volume in millions,
2024-25,November,Chandigarh,Bastanar,,,0.0,volume in millions,
2024-25,November,Chandigarh,Chandigarh,Chandigarh,44.0,0.69,volume in millions,
2024-25,November,Chhattisgarh,Bilaspur,Bilaspur,375.0,0.53,volume in millions,
2024-25,November,Chhattisgarh,Durg,Durg,378.0,0.99,volume in millions,
2024-25,November,Chhattisgarh,Korba,Korba,383.0,0.33,volume in millions,
2024-25,November,Chhattisgarh,Raipur,Raipur,387.0,1.25,volume in millions,
2024-25,November,Chhattisgarh,Rajnandgaon,Rajnandgaon,388.0,0.33,volume in millions,
2024-25,November,Chhattisgarh,Rest of locations,,,1.91,volume in millions,
2024-25,November,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Dadra and Nagar Haveli,465.0,0.29,volume in millions,
2024-25,November,Dadra and Nagar Haveli,Korba,,,0.0,volume in millions,
2024-25,November,Daman and Diu,Daman,Daman,463.0,0.19,volume in millions,
2024-25,November,Daman and Diu,Diu,Diu,464.0,0.01,volume in millions,
2024-25,November,Delhi,East Delhi,East Delhi,78.0,1.39,volume in millions,
2024-25,November,Delhi,North West Delhi,North West Delhi,82.0,1.5,volume in millions,
2024-25,November,Delhi,Rest of locations,,,1.94,volume in millions,
2024-25,November,Delhi,South Delhi,South Delhi,83.0,1.6,volume in millions,
2024-25,November,Delhi,South West Delhi,South West Delhi,84.0,1.72,volume in millions,
2024-25,November,Delhi,West Delhi,West Delhi,85.0,1.35,volume in millions,
2024-25,November,Goa,Moira,,,0.0,volume in millions,
2024-25,November,Goa,North Goa,North Goa,551.0,0.63,volume in millions,
2024-25,November,Goa,Panaji,,,0.0,volume in millions,
2024-25,November,Goa,South Goa,South Goa,552.0,0.57,volume in millions,
2024-25,November,Gujarat,Ahmedabad,Ahmedabad,438.0,2.7,volume in millions,
2024-25,November,Gujarat,Rajkot,Rajkot,457.0,0.95,volume in millions,
2024-25,November,Gujarat,Rest of locations,,,6.95,volume in millions,
2024-25,November,Gujarat,Surat,Surat,459.0,2.47,volume in millions,
2024-25,November,Gujarat,Vadodara,Vadodara,461.0,1.44,volume in millions,
2024-25,November,Gujarat,Valsad,Valsad,462.0,0.72,volume in millions,
2024-25,November,Haryana,Ambala,Ambala,58.0,0.43,volume in millions,
2024-25,November,Haryana,Faridabad,Faridabad,60.0,1.2,volume in millions,
2024-25,November,Haryana,Gurgaon,Gurugram,62.0,1.88,volume in millions,
2024-25,November,Haryana,Karnal,Karnal,67.0,0.36,volume in millions,
2024-25,November,Haryana,Rest of locations,,,3.22,volume in millions,
2024-25,November,Haryana,Sonipat,Sonipat,75.0,0.4,volume in millions,
2024-25,November,Himachal Pradesh,Kangra,Kangra,18.0,0.42,volume in millions,
2024-25,November,Himachal Pradesh,Mandi,Mandi,22.0,0.16,volume in millions,
2024-25,November,Himachal Pradesh,Rest of locations,,,0.62,volume in millions,
2024-25,November,Himachal Pradesh,Shimla,Shimla,23.0,0.25,volume in millions,
2024-25,November,Himachal Pradesh,Sirmaur,Sirmaur,24.0,0.15,volume in millions,
2024-25,November,Himachal Pradesh,Solan,Solan,25.0,0.49,volume in millions,
2024-25,November,Jammu and Kashmir,Anantnag,Anantnag,1.0,0.15,volume in millions,
2024-25,November,Jammu and Kashmir,Jammu,Jammu,5.0,0.91,volume in millions,
2024-25,November,Jammu and Kashmir,Kathua,Kathua,7.0,0.17,volume in millions,
2024-25,November,Jammu and Kashmir,Rest of locations,,,0.73,volume in millions,
2024-25,November,Jammu and Kashmir,Srinagar,Srinagar,13.0,0.24,volume in millions,
2024-25,November,Jammu and Kashmir,Udhampur,Udhampur,14.0,0.19,volume in millions,
2024-25,November,Jharkhand,Bokaro,Bokaro,322.0,0.35,volume in millions,
2024-25,November,Jharkhand,Dhanbad,Dhanbad,325.0,0.58,volume in millions,
2024-25,November,Jharkhand,East Singhbhum,East Singhbum,327.0,0.79,volume in millions,
2024-25,November,Jharkhand,Ranchi,Ranchi,339.0,0.94,volume in millions,
2024-25,November,Jharkhand,Rest of locations,,,1.84,volume in millions,
2024-25,November,Jharkhand,West Singhbhum,West Singhbhum,343.0,0.26,volume in millions,
2024-25,November,Karnataka,Bangalore,,,7.77,volume in millions,
2024-25,November,Karnataka,Bangalore Rural,Bengaluru Rural,526.0,1.16,volume in millions,
2024-25,November,Karnataka,Belgaum,Belagavi,527.0,1.56,volume in millions,
2024-25,November,Karnataka,Dakshina Kannada,Dakshina Kannada,534.0,1.1,volume in millions,
2024-25,November,Karnataka,Mysore,Mysuru,545.0,1.54,volume in millions,
2024-25,November,Karnataka,Rest of locations,,,12.58,volume in millions,
2024-25,November,Kerala,Ernakulam,Ernakulam,555.0,2.71,volume in millions,
2024-25,November,Kerala,Kollam,Kollam,559.0,2.2,volume in millions,
2024-25,November,Kerala,Malappuram,Malappuram,562.0,3.4,volume in millions,
2024-25,November,Kerala,Rest of locations,,,10.2,volume in millions,
2024-25,November,Kerala,Thiruvananthapuram,Thiruvananthapuram,565.0,2.67,volume in millions,
2024-25,November,Kerala,Thrissur,Thrissur,566.0,1.98,volume in millions,
2024-25,November,Ladakh,Leh Ladakh,Leh Ladakh,9.0,0.08,volume in millions,
2024-25,November,Lakshadweep,Lakshadweep District,Lakshadweep District,553.0,0.01,volume in millions,
2024-25,November,Madhya Pradesh,Bhopal,Bhopal,396.0,0.98,volume in millions,
2024-25,November,Madhya Pradesh,Dhar,Dhar,403.0,0.39,volume in millions,
2024-25,November,Madhya Pradesh,Gwalior,Gwalior,407.0,0.5,volume in millions,
2024-25,November,Madhya Pradesh,Indore,Indore,410.0,1.59,volume in millions,
2024-25,November,Madhya Pradesh,Jabalpur,Jabalpur,411.0,0.51,volume in millions,
2024-25,November,Madhya Pradesh,Rest of locations,,,6.26,volume in millions,
2024-25,November,Maharashtra,Mumbai,Mumbai,482.0,7.16,volume in millions,
2024-25,November,Maharashtra,Nagpur,Nagpur,484.0,2.04,volume in millions,
2024-25,November,Maharashtra,Nashik,Nashik,487.0,1.45,volume in millions,
2024-25,November,Maharashtra,Pune,Pune,490.0,6.13,volume in millions,
2024-25,November,Maharashtra,Rest of locations,,,13.19,volume in millions,
2024-25,November,Maharashtra,Thane,Thane,497.0,9.99,volume in millions,
2024-25,November,Manipur,Bishnupur,Bishnupur,252.0,0.04,volume in millions,
2024-25,November,Manipur,Churachandpur,Churachandpur,254.0,0.05,volume in millions,
2024-25,November,Manipur,Imphal East,Imphal East,255.0,0.07,volume in millions,
2024-25,November,Manipur,Imphal West,Imphal West,256.0,0.26,volume in millions,
2024-25,November,Manipur,Rest of locations,,,0.06,volume in millions,
2024-25,November,Manipur,Thoubal,Thoubal,259.0,0.07,volume in millions,
2024-25,November,Meghalaya,East Jaintia Hills,East Jaintia Hills,657.0,0.08,volume in millions,
2024-25,November,Meghalaya,East Khasi Hills,East Khasi Hills,274.0,0.35,volume in millions,
2024-25,November,Meghalaya,Rest of locations,,,0.03,volume in millions,
2024-25,November,Meghalaya,Ri Bhoi,Ri Bhoi,276.0,0.05,volume in millions,
2024-25,November,Meghalaya,West Garo Hills,West Garo Hills,278.0,0.1,volume in millions,
2024-25,November,Meghalaya,West Khasi Hills,West Khasi Hills,279.0,0.05,volume in millions,
2024-25,November,Mizoram,Aizawl,Aizawl,261.0,0.33,volume in millions,
2024-25,November,Mizoram,Champhai,Champhai,262.0,0.04,volume in millions,
2024-25,November,Mizoram,Kolasib,Kolasib,263.0,0.03,volume in millions,
2024-25,November,Mizoram,Lawngtlai,Lawngtlai,264.0,0.03,volume in millions,
2024-25,November,Mizoram,Lunglei,Lunglei,265.0,0.05,volume in millions,
2024-25,November,Mizoram,Rest of locations,,,0.03,volume in millions,
2024-25,November,Nagaland,Dimapur,Dimapur,244.0,0.18,volume in millions,
2024-25,November,Nagaland,Kohima,Kohima,245.0,0.11,volume in millions,
2024-25,November,Nagaland,Mokokchung,Mokokchung,246.0,0.02,volume in millions,
2024-25,November,Nagaland,Mon,Mon,247.0,0.02,volume in millions,
2024-25,November,Nagaland,Rest of locations,,,0.03,volume in millions,
2024-25,November,Nagaland,Wokha,Wokha,250.0,0.02,volume in millions,
2024-25,November,Odisha,Baleshwar,Balasore,346.0,1.19,volume in millions,
2024-25,November,Odisha,Cuttack,Cuttack,350.0,0.85,volume in millions,
2024-25,November,Odisha,Ganjam,Ganjam,354.0,0.69,volume in millions,
2024-25,November,Odisha,Khordha,Khordha,362.0,1.43,volume in millions,
2024-25,November,Odisha,Mayurbhanj,Mayurbhanj,365.0,0.55,volume in millions,
2024-25,November,Odisha,Rest of locations,,,5.88,volume in millions,
2024-25,November,Others,Others,Others,0.0,1.33,volume in millions,
2024-25,November,Puducherry,Karaikal,Karaikal,598.0,0.16,volume in millions,
2024-25,November,Puducherry,Mahe,Mahe,,0.0,volume in millions,
2024-25,November,Puducherry,Pondicherry,Puducherry,600.0,0.87,volume in millions,
2024-25,November,Punjab,Amritsar,Amritsar,27.0,1.01,volume in millions,
2024-25,November,Punjab,Gurdaspur,Gurdaspur,32.0,0.8,volume in millions,
2024-25,November,Punjab,Jalandhar,Jalandhar,34.0,0.9,volume in millions,
2024-25,November,Punjab,Ludhiana,Ludhiana,36.0,1.74,volume in millions,
2024-25,November,Punjab,Rest of locations,,,4.02,volume in millions,
2024-25,November,Punjab,Rupnagar,Rupnagar,42.0,0.68,volume in millions,
2024-25,November,Rajasthan,Alwar,Alwar,87.0,0.76,volume in millions,
2024-25,November,Rajasthan,Dausa,Dausa,97.0,0.5,volume in millions,
2024-25,November,Rajasthan,Jaipur,Jaipur,102.0,2.02,volume in millions,
2024-25,November,Rajasthan,Jodhpur,Jodhpur,107.0,0.6,volume in millions,
2024-25,November,Rajasthan,Nagaur,Nagaur,110.0,0.51,volume in millions,
2024-25,November,Rajasthan,Rest of locations,,,5.03,volume in millions,
2024-25,November,Sikkim,Gangtok,Gangtok,225.0,0.18,volume in millions,
2024-25,November,Sikkim,Gyalshing,Gyalshing,228.0,0.04,volume in millions,
2024-25,November,Sikkim,Mangan,Mangan,226.0,0.01,volume in millions,
2024-25,November,Sikkim,Namchi,Namchi,227.0,0.04,volume in millions,
2024-25,November,Tamil Nadu,Chennai,Chennai,568.0,3.5,volume in millions,
2024-25,November,Tamil Nadu,Coimbatore,Coimbatore,569.0,5.28,volume in millions,
2024-25,November,Tamil Nadu,Kanchipuram,Kancheepuram,574.0,4.69,volume in millions,
2024-25,November,Tamil Nadu,Rest of locations,,,32.25,volume in millions,
2024-25,November,Tamil Nadu,Tiruvallur,Thiruvallur,589.0,3.68,volume in millions,
2024-25,November,Tamil Nadu,Vellore,Vellore,595.0,2.76,volume in millions,
2024-25,November,Telangana,Hyderabad,Hyderabad,507.0,4.08,volume in millions,
2024-25,November,Telangana,Karimnagar,Karimnagar,508.0,0.8,volume in millions,
2024-25,November,Telangana,Medak,Medak,513.0,0.85,volume in millions,
2024-25,November,Telangana,Rangareddy,Ranga Reddy,518.0,2.09,volume in millions,
2024-25,November,Telangana,Rest of locations,,,2.34,volume in millions,
2024-25,November,Telangana,Warangal,Warangal,522.0,0.61,volume in millions,
2024-25,November,Tripura,Dhalai,Dhalai,269.0,0.04,volume in millions,
2024-25,November,Tripura,North Tripura,North Tripura,270.0,0.15,volume in millions,
2024-25,November,Tripura,South Tripura,South Tripura,271.0,0.11,volume in millions,
2024-25,November,Tripura,West Tripura,West Tripura,272.0,0.5,volume in millions,
2024-25,November,Uttar Pradesh,Allahabad,Prayagraj,120.0,1.17,volume in millions,
2024-25,November,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,144.0,1.8,volume in millions,
2024-25,November,Uttar Pradesh,Ghaziabad,Ghaziabad,145.0,1.89,volume in millions,
2024-25,November,Uttar Pradesh,Lucknow,Lucknow,162.0,2.29,volume in millions,
2024-25,November,Uttar Pradesh,Rest of locations,,,21.8,volume in millions,
2024-25,November,Uttar Pradesh,Varanasi,Varanasi,187.0,1.25,volume in millions,
2024-25,November,Uttarakhand,Almora,Almora,45.0,0.16,volume in millions,
2024-25,November,Uttarakhand,Dehradun,Dehradun,49.0,1.09,volume in millions,
2024-25,November,Uttarakhand,Haridwar,Haridwar,50.0,0.65,volume in millions,
2024-25,November,Uttarakhand,Nainital,Nainital,51.0,0.38,volume in millions,
2024-25,November,Uttarakhand,Rest of locations,,,0.6,volume in millions,
2024-25,November,Uttarakhand,Udham Singh Nagar,Udam Singh Nagar,56.0,0.66,volume in millions,
2024-25,November,West Bengal,Howrah,Howrah,313.0,1.39,volume in millions,
2024-25,November,West Bengal,Kolkata,Kolkata,315.0,3.15,volume in millions,
2024-25,November,West Bengal,North 24 Parganas,North 24 Parganas,303.0,2.77,volume in millions,
2024-25,November,West Bengal,Purba Bardhaman,Purba Bardhaman,306.0,1.65,volume in millions,
2024-25,November,West Bengal,Rest Of Locations,,,9.0,volume in millions,
2024-25,November,West Bengal,South 24 Parganas,South 24 Parganas,304.0,1.49,volume in millions,
2024-25,October,Andaman and Nicobar Islands,Nicobars,Nicobars,603.0,0.0,volume in millions,
2024-25,October,Andaman and Nicobar Islands,North and Middle Andaman,North and Middle Andaman,632.0,0.02,volume in millions,
2024-25,October,Andaman and Nicobar Islands,South Andaman,South Andamans,602.0,0.12,volume in millions,
2024-25,October,Andhra Pradesh,Chittoor,Chittoor,503.0,1.88,volume in millions,
2024-25,October,Andhra Pradesh,East Godavari,East Godavari,505.0,1.44,volume in millions,
2024-25,October,Andhra Pradesh,Guntur,Guntur,506.0,1.37,volume in millions,
2024-25,October,Andhra Pradesh,Krishna,Krishna,510.0,1.64,volume in millions,
2024-25,October,Andhra Pradesh,Rest of locations,,,6.13,volume in millions,
2024-25,October,Andhra Pradesh,Visakhapatnam,Visakhapatnam,520.0,2.12,volume in millions,
2024-25,October,Arunachal Pradesh,East Siang,East Siang,232.0,0.03,volume in millions,
2024-25,October,Arunachal Pradesh,Lohit,Lohit,234.0,0.03,volume in millions,
2024-25,October,Arunachal Pradesh,Lower Subansiri,Lower Subansiri,236.0,0.03,volume in millions,
2024-25,October,Arunachal Pradesh,Papum Pare,Papum Pare,237.0,0.12,volume in millions,
2024-25,October,Arunachal Pradesh,Rest of locations,,,0.09,volume in millions,
2024-25,October,Arunachal Pradesh,West Siang,West Siang,243.0,0.03,volume in millions,
2024-25,October,Assam,Cachar,Cachar,282.0,0.45,volume in millions,
2024-25,October,Assam,Dibrugarh,Dibrugarh,286.0,0.42,volume in millions,
2024-25,October,Assam,Kamrup,Kamrup,291.0,1.72,volume in millions,
2024-25,October,Assam,Nagaon,Nagaon,297.0,0.61,volume in millions,
2024-25,October,Assam,Rest of locations,,,3.99,volume in millions,
2024-25,October,Assam,Sonitpur,Sonitpur,301.0,0.41,volume in millions,
2024-25,October,Bihar,East Champaran,Purbi Champaran,213.0,0.49,volume in millions,
2024-25,October,Bihar,Muzaffarpur,Muzaffarpur,208.0,0.66,volume in millions,
2024-25,October,Bihar,Patna,Patna,212.0,2.21,volume in millions,
2024-25,October,Bihar,Rest of locations,,,7.98,volume in millions,
2024-25,October,Bihar,Vaishali,Vaishali,224.0,0.61,volume in millions,
2024-25,October,Bihar,West Champaran,Pashchim Champaran,211.0,0.62,volume in millions,
2024-25,October,Chandigarh,Bastanar,,,0.0,volume in millions,
2024-25,October,Chandigarh,Chandigarh,Chandigarh,44.0,0.86,volume in millions,
2024-25,October,Chhattisgarh,Bilaspur,Bilaspur,375.0,0.68,volume in millions,
2024-25,October,Chhattisgarh,Durg,Durg,378.0,1.28,volume in millions,
2024-25,October,Chhattisgarh,Korba,Korba,383.0,0.44,volume in millions,
2024-25,October,Chhattisgarh,Raipur,Raipur,387.0,1.66,volume in millions,
2024-25,October,Chhattisgarh,Rajnandgaon,Rajnandgaon,388.0,0.44,volume in millions,
2024-25,October,Chhattisgarh,Rest of locations,,,2.52,volume in millions,
2024-25,October,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Dadra and Nagar Haveli,465.0,0.38,volume in millions,
2024-25,October,Dadra and Nagar Haveli,Korba,,,0.0,volume in millions,
2024-25,October,Daman and Diu,Daman,Daman,463.0,0.24,volume in millions,
2024-25,October,Daman and Diu,Diu,Diu,464.0,0.02,volume in millions,
2024-25,October,Delhi,East Delhi,East Delhi,78.0,1.72,volume in millions,
2024-25,October,Delhi,North West Delhi,North West Delhi,82.0,1.85,volume in millions,
2024-25,October,Delhi,Rest of locations,,,2.36,volume in millions,
2024-25,October,Delhi,South Delhi,South Delhi,83.0,1.94,volume in millions,
2024-25,October,Delhi,South West Delhi,South West Delhi,84.0,2.12,volume in millions,
2024-25,October,Delhi,West Delhi,West Delhi,85.0,1.66,volume in millions,
2024-25,October,Goa,North Goa,North Goa,551.0,0.68,volume in millions,
2024-25,October,Goa,Panjim,,,0.0,volume in millions,
2024-25,October,Goa,South Goa,South Goa,552.0,0.63,volume in millions,
2024-25,October,Gujarat,Ahmedabad,Ahmedabad,438.0,3.92,volume in millions,
2024-25,October,Gujarat,Rajkot,Rajkot,457.0,1.26,volume in millions,
2024-25,October,Gujarat,Rest of locations,,,9.41,volume in millions,
2024-25,October,Gujarat,Surat,Surat,459.0,3.72,volume in millions,
2024-25,October,Gujarat,Vadodara,Vadodara,461.0,2.0,volume in millions,
2024-25,October,Gujarat,Valsad,Valsad,462.0,0.92,volume in millions,
2024-25,October,Haryana,Ambala,Ambala,58.0,0.52,volume in millions,
2024-25,October,Haryana,Faridabad,Faridabad,60.0,1.5,volume in millions,
2024-25,October,Haryana,Gurgaon,Gurugram,62.0,2.43,volume in millions,
2024-25,October,Haryana,Karnal,Karnal,67.0,0.43,volume in millions,
2024-25,October,Haryana,Rest of locations,,,3.86,volume in millions,
2024-25,October,Haryana,Sonipat,Sonipat,75.0,0.5,volume in millions,
2024-25,October,Himachal Pradesh,Kangra,Kangra,18.0,0.51,volume in millions,
2024-25,October,Himachal Pradesh,Mandi,Mandi,22.0,0.2,volume in millions,
2024-25,October,Himachal Pradesh,Rest of locations,,,0.77,volume in millions,
2024-25,October,Himachal Pradesh,Shimla,Shimla,23.0,0.33,volume in millions,
2024-25,October,Himachal Pradesh,Sirmaur,Sirmaur,24.0,0.2,volume in millions,
2024-25,October,Himachal Pradesh,Solan,Solan,25.0,0.65,volume in millions,
2024-25,October,Jammu and Kashmir,Anantnag,Anantnag,1.0,0.17,volume in millions,
2024-25,October,Jammu and Kashmir,Jammu,Jammu,5.0,1.02,volume in millions,
2024-25,October,Jammu and Kashmir,Kathua,Kathua,7.0,0.2,volume in millions,
2024-25,October,Jammu and Kashmir,Rest of locations,,,0.82,volume in millions,
2024-25,October,Jammu and Kashmir,Srinagar,Srinagar,13.0,0.27,volume in millions,
2024-25,October,Jammu and Kashmir,Udhampur,Udhampur,14.0,0.22,volume in millions,
2024-25,October,Jharkhand,Bokaro,Bokaro,322.0,0.41,volume in millions,
2024-25,October,Jharkhand,Dhanbad,Dhanbad,325.0,0.7,volume in millions,
2024-25,October,Jharkhand,East Singhbhum,East Singhbum,327.0,0.92,volume in millions,
2024-25,October,Jharkhand,Ranchi,Ranchi,339.0,1.11,volume in millions,
2024-25,October,Jharkhand,Rest of locations,,,2.17,volume in millions,
2024-25,October,Jharkhand,West Singhbhum,West Singhbhum,343.0,0.3,volume in millions,
2024-25,October,Karnataka,Bangalore,,,8.66,volume in millions,
2024-25,October,Karnataka,Bangalore Rural,Bengaluru Rural,526.0,1.3,volume in millions,
