fiscal_year,month,state,district_as_per_source,district_as_per_lgd,district_lgd_code,volume,units,notes
2026-27,April,Tamil Nadu,Others,,,25.37,volume in millions,
2026-27,April,Tamil Nadu,Tiruvallur,Thiruvallur,589.0,3.07,volume in millions,
2026-27,April,Tamil Nadu,Vellore,Vellore,595.0,2.17,volume in millions,
2026-27,April,Telangana,Hyderabad,Hyderabad,507.0,3.36,volume in millions,
2026-27,April,Telangana,Karimnagar,Karimnagar,508.0,0.64,volume in millions,
2026-27,April,Telangana,Medak,Medak,513.0,0.69,volume in millions,
2026-27,April,Telangana,Others,,,1.99,volume in millions,
2026-27,April,Telangana,Rangareddy,Ranga Reddy,518.0,1.77,volume in millions,
2026-27,April,Telangana,Warangal,Warangal,522.0,0.57,volume in millions,
2026-27,April,Tripura,Dhalai,Dhalai,269.0,0.04,volume in millions,
2026-27,April,Tripura,North Tripura,North Tripura,270.0,0.12,volume in millions,
2026-27,April,Tripura,South Tripura,South Tripura,271.0,0.1,volume in millions,
2026-27,April,Tripura,West Tripura,West Tripura,272.0,0.43,volume in millions,
2026-27,April,Uttar Pradesh,Agra,Agra,118.0,1.04,volume in millions,
2026-27,April,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,144.0,1.67,volume in millions,
2026-27,April,Uttar Pradesh,Ghaziabad,Ghaziabad,145.0,1.71,volume in millions,
2026-27,April,Uttar Pradesh,Lucknow,Lucknow,162.0,2.05,volume in millions,
2026-27,April,Uttar Pradesh,Others,,,18.96,volume in millions,
2026-27,April,Uttar Pradesh,Varanasi,Varanasi,187.0,1.08,volume in millions,
2026-27,April,Uttarakhand,Almora,Almora,45.0,0.14,volume in millions,
2026-27,April,Uttarakhand,Dehradun,Dehradun,49.0,0.99,volume in millions,
2026-27,April,Uttarakhand,Haridwar,Haridwar,50.0,0.59,volume in millions,
2026-27,April,Uttarakhand,Nainital,Nainital,51.0,0.34,volume in millions,
2026-27,April,Uttarakhand,Others,,,0.52,volume in millions,
2026-27,April,Uttarakhand,Udham Singh Nagar,Udam Singh Nagar,56.0,0.59,volume in millions,
2026-27,April,West Bengal,Howrah,Howrah,313.0,1.26,volume in millions,
2026-27,April,West Bengal,Kolkata,Kolkata,315.0,2.68,volume in millions,
2026-27,April,West Bengal,North 24 Parganas,North 24 Parganas,303.0,2.59,volume in millions,
2026-27,April,West Bengal,Others,,,8.78,volume in millions,
2026-27,April,West Bengal,Purba Bardhaman,Purba Bardhaman,306.0,1.54,volume in millions,
2026-27,April,West Bengal,South 24 Parganas,South 24 Parganas,304.0,1.38,volume in millions,
2025-26,March,All India,,,,317.51,volume in millions,
2025-26,March,Andaman and Nicobar Islands,Nicobars,Nicobars,603.0,0.0,volume in millions,
2025-26,March,Andaman and Nicobar Islands,North and Middle Andaman,North and Middle Andaman,632.0,0.01,volume in millions,
2025-26,March,Andaman and Nicobar Islands,South Andaman,South Andamans,602.0,0.08,volume in millions,
2025-26,March,Andhra Pradesh,Chittoor,Chittoor,503.0,1.54,volume in millions,
2025-26,March,Andhra Pradesh,East Godavari,East Godavari,505.0,1.17,volume in millions,
2025-26,March,Andhra Pradesh,Guntur,Guntur,506.0,1.15,volume in millions,
2025-26,March,Andhra Pradesh,Krishna,Krishna,510.0,1.26,volume in millions,
2025-26,March,Andhra Pradesh,Others,,,4.98,volume in millions,
2025-26,March,Andhra Pradesh,Visakhapatnam,Visakhapatnam,520.0,1.7,volume in millions,
2025-26,March,Arunachal Pradesh,East Siang,East Siang,232.0,0.02,volume in millions,
2025-26,March,Arunachal Pradesh,Lohit,Lohit,234.0,0.03,volume in millions,
2025-26,March,Arunachal Pradesh,Lower Subansiri,Lower Subansiri,236.0,0.02,volume in millions,
2025-26,March,Arunachal Pradesh,Others,,,0.07,volume in millions,
2025-26,March,Arunachal Pradesh,Papum Pare,Papum Pare,237.0,0.1,volume in millions,
2025-26,March,Arunachal Pradesh,West Siang,West Siang,243.0,0.02,volume in millions,
2025-26,March,Assam,Cachar,Cachar,282.0,0.42,volume in millions,
2025-26,March,Assam,Dibrugarh,Dibrugarh,286.0,0.36,volume in millions,
2025-26,March,Assam,Kamrup,Kamrup,291.0,1.4,volume in millions,
2025-26,March,Assam,Nagaon,Nagaon,297.0,0.58,volume in millions,
2025-26,March,Assam,Others,,,3.69,volume in millions,
2025-26,March,Assam,Sonitpur,Sonitpur,301.0,0.4,volume in millions,
2025-26,March,Bihar,Muzaffarpur,Muzaffarpur,208.0,0.57,volume in millions,
2025-26,March,Bihar,Others,,,7.13,volume in millions,
2025-26,March,Bihar,Patna,Patna,212.0,1.7,volume in millions,
2025-26,March,Bihar,Saran,Saran,218.0,0.44,volume in millions,
2025-26,March,Bihar,Vaishali,Vaishali,224.0,0.47,volume in millions,
2025-26,March,Bihar,West Champaran,Pashchim Champaran,211.0,0.53,volume in millions,
2025-26,March,Chandigarh,Bastanar,,,0.0,volume in millions,
2025-26,March,Chandigarh,Chandigarh,Chandigarh,44.0,0.64,volume in millions,
2025-26,March,Chhattisgarh,Bilaspur,Bilaspur,375.0,0.61,volume in millions,
2025-26,March,Chhattisgarh,Durg,Durg,378.0,1.13,volume in millions,
2025-26,March,Chhattisgarh,Others,,,2.48,volume in millions,
2025-26,March,Chhattisgarh,Raipur,Raipur,387.0,1.43,volume in millions,
2025-26,March,Chhattisgarh,Rajnandgaon,Rajnandgaon,388.0,0.46,volume in millions,
2025-26,March,Chhattisgarh,Surguja,Surguja,389.0,0.47,volume in millions,
2025-26,March,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Dadra and Nagar Haveli,465.0,0.27,volume in millions,
2025-26,March,Dadra and Nagar Haveli,Korba,,,0.0,volume in millions,
2025-26,March,Daman and Diu,Daman,Daman,463.0,0.17,volume in millions,
2025-26,March,Daman and Diu,Diu,Diu,464.0,0.01,volume in millions,
2025-26,March,Delhi,East Delhi,East Delhi,78.0,1.29,volume in millions,
2025-26,March,Delhi,North West Delhi,North West Delhi,82.0,1.5,volume in millions,
2025-26,March,Delhi,Others,,,1.68,volume in millions,
2025-26,March,Delhi,South Delhi,South Delhi,83.0,1.42,volume in millions,
2025-26,March,Delhi,South West Delhi,South West Delhi,84.0,1.56,volume in millions,
2025-26,March,Delhi,West Delhi,West Delhi,85.0,1.39,volume in millions,
2025-26,March,Goa,Moira,,,0.0,volume in millions,
2025-26,March,Goa,North Goa,North Goa,551.0,0.6,volume in millions,
2025-26,March,Goa,Panaji,,,0.0,volume in millions,
2025-26,March,Goa,Panjim,,,0.0,volume in millions,
2025-26,March,Goa,South Goa,South Goa,552.0,0.5,volume in millions,
2025-26,March,Gujarat,Ahmedabad,Ahmedabad,438.0,2.76,volume in millions,
2025-26,March,Gujarat,Others,,,7.13,volume in millions,
2025-26,March,Gujarat,Rajkot,Rajkot,457.0,1.05,volume in millions,
2025-26,March,Gujarat,Surat,Surat,459.0,3.01,volume in millions,
2025-26,March,Gujarat,Vadodara,Vadodara,461.0,1.54,volume in millions,
2025-26,March,Gujarat,Valsad,Valsad,462.0,0.71,volume in millions,
2025-26,March,Haryana,Ambala,Ambala,58.0,0.4,volume in millions,
2025-26,March,Haryana,Faridabad,Faridabad,60.0,1.17,volume in millions,
2025-26,March,Haryana,Gurgaon,Gurugram,62.0,1.79,volume in millions,
2025-26,March,Haryana,Karnal,Karnal,67.0,0.33,volume in millions,
2025-26,March,Haryana,Others,,,2.96,volume in millions,
2025-26,March,Haryana,Sonipat,Sonipat,75.0,0.37,volume in millions,
2025-26,March,Himachal Pradesh,Kangra,Kangra,18.0,0.38,volume in millions,
2025-26,March,Himachal Pradesh,Mandi,Mandi,22.0,0.15,volume in millions,
2025-26,March,Himachal Pradesh,Others,,,0.55,volume in millions,
2025-26,March,Himachal Pradesh,Shimla,Shimla,23.0,0.22,volume in millions,
2025-26,March,Himachal Pradesh,Sirmaur,Sirmaur,24.0,0.15,volume in millions,
2025-26,March,Himachal Pradesh,Solan,Solan,25.0,0.44,volume in millions,
2025-26,March,Jammu and Kashmir,Anantnag,Anantnag,1.0,0.17,volume in millions,
2025-26,March,Jammu and Kashmir,Jammu,Jammu,5.0,0.84,volume in millions,
2025-26,March,Jammu and Kashmir,Kathua,Kathua,7.0,0.18,volume in millions,
2025-26,March,Jammu and Kashmir,Others,,,0.78,volume in millions,
2025-26,March,Jammu and Kashmir,Srinagar,Srinagar,13.0,0.26,volume in millions,
2025-26,March,Jammu and Kashmir,Udhampur,Udhampur,14.0,0.18,volume in millions,
2025-26,March,Jharkhand,Bokaro,Bokaro,322.0,0.35,volume in millions,
2025-26,March,Jharkhand,Dhanbad,Dhanbad,325.0,0.55,volume in millions,
2025-26,March,Jharkhand,East Singhbhum,East Singhbum,327.0,0.75,volume in millions,
2025-26,March,Jharkhand,Others,,,1.86,volume in millions,
2025-26,March,Jharkhand,Ranchi,Ranchi,339.0,0.87,volume in millions,
2025-26,March,Jharkhand,West Singhbhum,West Singhbhum,343.0,0.25,volume in millions,
2025-26,March,Karnataka,Bangalore,,,7.13,volume in millions,
2025-26,March,Karnataka,Bangalore Rural,Bengaluru Rural,526.0,1.21,volume in millions,
2025-26,March,Karnataka,Belgaum,Belagavi,527.0,1.68,volume in millions,
2025-26,March,Karnataka,Dakshina Kannada,Dakshina Kannada,534.0,0.97,volume in millions,
2025-26,March,Karnataka,Mysore,Mysuru,545.0,1.36,volume in millions,
2025-26,March,Karnataka,Others,,,12.27,volume in millions,
2025-26,March,Kerala,Ernakulam,Ernakulam,555.0,2.33,volume in millions,
2025-26,March,Kerala,Kollam,Kollam,559.0,2.07,volume in millions,
2025-26,March,Kerala,Malappuram,Malappuram,562.0,1.91,volume in millions,
2025-26,March,Kerala,Others,,,9.08,volume in millions,
2025-26,March,Kerala,Thiruvananthapuram,Thiruvananthapuram,565.0,2.42,volume in millions,
2025-26,March,Kerala,Thrissur,Thrissur,566.0,1.71,volume in millions,
2025-26,March,Ladakh,Leh Ladakh,Leh Ladakh,9.0,0.06,volume in millions,
2025-26,March,Lakshadweep,Lakshadweep District,Lakshadweep District,553.0,0.01,volume in millions,
2025-26,March,Madhya Pradesh,Bhopal,Bhopal,396.0,0.92,volume in millions,
2025-26,March,Madhya Pradesh,Dhar,Dhar,403.0,0.38,volume in millions,
2025-26,March,Madhya Pradesh,Gwalior,Gwalior,407.0,0.5,volume in millions,
2025-26,March,Madhya Pradesh,Indore,Indore,410.0,1.54,volume in millions,
2025-26,March,Madhya Pradesh,Jabalpur,Jabalpur,411.0,0.47,volume in millions,
2025-26,March,Madhya Pradesh,Others,,,5.74,volume in millions,
2025-26,March,Maharashtra,Mumbai,Mumbai,482.0,9.14,volume in millions,
2025-26,March,Maharashtra,Nagpur,Nagpur,484.0,2.12,volume in millions,
2025-26,March,Maharashtra,Nashik,Nashik,487.0,1.51,volume in millions,
2025-26,March,Maharashtra,Others,,,13.36,volume in millions,
2025-26,March,Maharashtra,Pune,Pune,490.0,6.15,volume in millions,
2025-26,March,Maharashtra,Thane,Thane,497.0,12.06,volume in millions,
2025-26,March,Manipur,Bishnupur,Bishnupur,252.0,0.04,volume in millions,
2025-26,March,Manipur,Churachandpur,Churachandpur,254.0,0.05,volume in millions,
2025-26,March,Manipur,Imphal East,Imphal East,255.0,0.07,volume in millions,
2025-26,March,Manipur,Imphal West,Imphal West,256.0,0.22,volume in millions,
2025-26,March,Manipur,Others,,,0.05,volume in millions,
2025-26,March,Manipur,Thoubal,Thoubal,259.0,0.07,volume in millions,
2025-26,March,Meghalaya,East Jaintia Hills,East Jaintia Hills,657.0,0.07,volume in millions,
2025-26,March,Meghalaya,East Khasi Hills,East Khasi Hills,274.0,0.3,volume in millions,
2025-26,March,Meghalaya,Others,,,0.03,volume in millions,
2025-26,March,Meghalaya,Ri Bhoi,Ri Bhoi,276.0,0.04,volume in millions,
2025-26,March,Meghalaya,West Garo Hills,West Garo Hills,278.0,0.1,volume in millions,
2025-26,March,Meghalaya,West Khasi Hills,West Khasi Hills,279.0,0.03,volume in millions,
2025-26,March,Mizoram,Aizawl,Aizawl,261.0,0.24,volume in millions,
2025-26,March,Mizoram,Champhai,Champhai,262.0,0.05,volume in millions,
2025-26,March,Mizoram,Kolasib,Kolasib,263.0,0.02,volume in millions,
2025-26,March,Mizoram,Lawngtlai,Lawngtlai,264.0,0.03,volume in millions,
2025-26,March,Mizoram,Lunglei,Lunglei,265.0,0.04,volume in millions,
2025-26,March,Mizoram,Others,,,0.03,volume in millions,
2025-26,March,Nagaland,Dimapur,Dimapur,244.0,0.16,volume in millions,
2025-26,March,Nagaland,Kohima,Kohima,245.0,0.08,volume in millions,
2025-26,March,Nagaland,Mokokchung,Mokokchung,246.0,0.02,volume in millions,
2025-26,March,Nagaland,Mon,Mon,247.0,0.02,volume in millions,
2025-26,March,Nagaland,Others,,,0.04,volume in millions,
2025-26,March,Nagaland,Wokha,Wokha,250.0,0.02,volume in millions,
2025-26,March,Odisha,Baleshwar,Balasore,346.0,0.66,volume in millions,
2025-26,March,Odisha,Cuttack,Cuttack,350.0,0.86,volume in millions,
2025-26,March,Odisha,Ganjam,Ganjam,354.0,0.73,volume in millions,
2025-26,March,Odisha,Jajapur,Jajapur,356.0,0.59,volume in millions,
2025-26,March,Odisha,Jajapur,Jajpur,356.0,0.59,volume in millions,
2025-26,March,Odisha,Khordha,Khordha,362.0,1.33,volume in millions,
2025-26,March,Odisha,Others,,,6.07,volume in millions,
2025-26,March,Others,Others,Others,0.0,1.43,volume in millions,
2025-26,March,Puducherry,Karaikal,Karaikal,598.0,0.15,volume in millions,
2025-26,March,Puducherry,Mahe,Mahe,,0.0,volume in millions,
2025-26,March,Puducherry,Pondicherry,Puducherry,600.0,0.82,volume in millions,
2025-26,March,Punjab,Amritsar,Amritsar,27.0,0.99,volume in millions,
2025-26,March,Punjab,Gurdaspur,Gurdaspur,32.0,0.75,volume in millions,
2025-26,March,Punjab,Jalandhar,Jalandhar,34.0,0.88,volume in millions,
2025-26,March,Punjab,Ludhiana,Ludhiana,36.0,1.65,volume in millions,
2025-26,March,Punjab,Others,,,3.95,volume in millions,
2025-26,March,Punjab,Rupnagar,Rupnagar,42.0,0.66,volume in millions,
2025-26,March,Rajasthan,Alwar,Alwar,87.0,0.67,volume in millions,
2025-26,March,Rajasthan,Jaipur,Jaipur,102.0,1.74,volume in millions,
2025-26,March,Rajasthan,Jodhpur,Jodhpur,107.0,0.57,volume in millions,
2025-26,March,Rajasthan,Kota,Kota,109.0,0.37,volume in millions,
2025-26,March,Rajasthan,Others,,,4.19,volume in millions,
2025-26,March,Rajasthan,Udaipur,Udaipur,117.0,0.39,volume in millions,
2025-26,March,Sikkim,Gangtok,Gangtok,225.0,0.18,volume in millions,
2025-26,March,Sikkim,Gyalshing,Gyalshing,228.0,0.04,volume in millions,
2025-26,March,Sikkim,Mangan,Mangan,226.0,0.01,volume in millions,
2025-26,March,Sikkim,Namchi,Namchi,227.0,0.04,volume in millions,
2025-26,March,Tamil Nadu,Chennai,Chennai,568.0,3.05,volume in millions,
2025-26,March,Tamil Nadu,Coimbatore,Coimbatore,569.0,4.77,volume in millions,
2025-26,March,Tamil Nadu,Kanchipuram,Kancheepuram,574.0,4.44,volume in millions,
2025-26,March,Tamil Nadu,Others,,,28.6,volume in millions,
2025-26,March,Tamil Nadu,Tiruvallur,Thiruvallur,589.0,3.3,volume in millions,
2025-26,March,Tamil Nadu,Vellore,Vellore,595.0,2.41,volume in millions,
2025-26,March,Telangana,Hyderabad,Hyderabad,507.0,3.66,volume in millions,
2025-26,March,Telangana,Karimnagar,Karimnagar,508.0,0.7,volume in millions,
2025-26,March,Telangana,Medak,Medak,513.0,0.75,volume in millions,
2025-26,March,Telangana,Others,,,2.1,volume in millions,
2025-26,March,Telangana,Rangareddy,Ranga Reddy,518.0,1.89,volume in millions,
2025-26,March,Telangana,Warangal,Warangal,522.0,0.59,volume in millions,
2025-26,March,Tripura,Dhalai,Dhalai,269.0,0.04,volume in millions,
2025-26,March,Tripura,North Tripura,North Tripura,270.0,0.13,volume in millions,
2025-26,March,Tripura,South Tripura,South Tripura,271.0,0.11,volume in millions,
2025-26,March,Tripura,West Tripura,West Tripura,272.0,0.45,volume in millions,
2025-26,March,Uttar Pradesh,Agra,Agra,118.0,1.1,volume in millions,
2025-26,March,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,144.0,1.73,volume in millions,
2025-26,March,Uttar Pradesh,Ghaziabad,Ghaziabad,145.0,1.83,volume in millions,
2025-26,March,Uttar Pradesh,Lucknow,Lucknow,162.0,2.17,volume in millions,
2025-26,March,Uttar Pradesh,Others,,,20.52,volume in millions,
2025-26,March,Uttar Pradesh,Varanasi,Varanasi,187.0,1.12,volume in millions,
2025-26,March,Uttarakhand,Almora,Almora,45.0,0.14,volume in millions,
2025-26,March,Uttarakhand,Dehradun,Dehradun,49.0,1.02,volume in millions,
2025-26,March,Uttarakhand,Haridwar,Haridwar,50.0,0.63,volume in millions,
2025-26,March,Uttarakhand,Nainital,Nainital,51.0,0.35,volume in millions,
2025-26,March,Uttarakhand,Others,,,0.51,volume in millions,
2025-26,March,Uttarakhand,Udham Singh Nagar,Udam Singh Nagar,56.0,0.63,volume in millions,
2025-26,March,West Bengal,Howrah,Howrah,313.0,1.37,volume in millions,
2025-26,March,West Bengal,Kolkata,Kolkata,315.0,2.87,volume in millions,
2025-26,March,West Bengal,North 24 Parganas,North 24 Parganas,303.0,2.77,volume in millions,
2025-26,March,West Bengal,Others,,,9.35,volume in millions,
2025-26,March,West Bengal,Purba Bardhaman,Purba Bardhaman,306.0,1.68,volume in millions,
2025-26,March,West Bengal,South 24 Parganas,South 24 Parganas,304.0,1.54,volume in millions,
2025-26,February,All India,,,,290.58,volume in millions,
2025-26,February,Andaman and Nicobar Islands,Nicobars,Nicobars,603.0,0.0,volume in millions,
2025-26,February,Andaman and Nicobar Islands,North and Middle Andaman,North and Middle Andaman,632.0,0.01,volume in millions,
2025-26,February,Andaman and Nicobar Islands,South Andaman,South Andamans,602.0,0.08,volume in millions,
2025-26,February,Andhra Pradesh,Anantapur,Ananthapuramu,502.0,0.73,volume in millions,
2025-26,February,Andhra Pradesh,Chittoor,Chittoor,503.0,1.38,volume in millions,
2025-26,February,Andhra Pradesh,Cuddapah,Y.S.R.,504.0,0.42,volume in millions,
2025-26,February,Andhra Pradesh,Damaramadugu,,,0.0,volume in millions,
2025-26,February,Andhra Pradesh,East Godavari,East Godavari,505.0,1.01,volume in millions,
2025-26,February,Andhra Pradesh,Others,,,6.88,volume in millions,
2025-26,February,Arunachal Pradesh,Changlang,Changlang,229.0,0.01,volume in millions,
2025-26,February,Arunachal Pradesh,Dibang Valley,Dibang Valley,230.0,0.0,volume in millions,
2025-26,February,Arunachal Pradesh,East Kameng,East Kameng,231.0,0.01,volume in millions,
2025-26,February,Arunachal Pradesh,East Siang,East Siang,232.0,0.02,volume in millions,
2025-26,February,Arunachal Pradesh,Kurung Kumey,Kurung Kumey,233.0,0.0,volume in millions,
2025-26,February,Arunachal Pradesh,Others,,,0.18,volume in millions,
2025-26,February,Assam,Barpeta,Barpeta,280.0,0.25,volume in millions,
2025-26,February,Assam,Bongaigaon,Bongaigaon,281.0,0.17,volume in millions,
2025-26,February,Assam,Cachar,Cachar,282.0,0.33,volume in millions,
2025-26,February,Assam,Darrang,Darrang,283.0,0.21,volume in millions,
2025-26,February,Assam,Dhamdhama,,,0.0,volume in millions,
2025-26,February,Assam,Others,,,4.9,volume in millions,
2025-26,February,Bihar,Araria,Araria,188.0,0.15,volume in millions,
2025-26,February,Bihar,Arwal,Arwal,611.0,0.02,volume in millions,
2025-26,February,Bihar,Aurangabad,Aurangabad,189.0,0.0,volume in millions,
2025-26,February,Bihar,Others,,,9.23,volume in millions,
2025-26,February,Chandigarh,Bastanar,,,0.0,volume in millions,
2025-26,February,Chandigarh,Chandigarh,Chandigarh,44.0,0.61,volume in millions,
2025-26,February,Chhattisgarh,Bagbahara,,,0.0,volume in millions,
2025-26,February,Chhattisgarh,Bastar,Bastar,374.0,0.33,volume in millions,
2025-26,February,Chhattisgarh,Bijapur,Bijapur,636.0,0.03,volume in millions,
2025-26,February,Chhattisgarh,Bilaspur,Bilaspur,375.0,0.0,volume in millions,
2025-26,February,Chhattisgarh,Others,,,4.65,volume in millions,
2025-26,February,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Dadra and Nagar Haveli,465.0,0.26,volume in millions,
2025-26,February,Dadra and Nagar Haveli,Korba,,,0.0,volume in millions,
2025-26,February,Daman and Diu,Daman,Daman,463.0,0.17,volume in millions,
2025-26,February,Daman and Diu,Diu,Diu,464.0,0.01,volume in millions,
2025-26,February,Delhi,Central Delhi,Central Delhi,77.0,0.7,volume in millions,
2025-26,February,Delhi,Delhi,Delhi,,0.0,volume in millions,
2025-26,February,Delhi,East Delhi,East Delhi,78.0,1.18,volume in millions,
2025-26,February,Delhi,North Delhi,North Delhi,80.0,0.78,volume in millions,
2025-26,February,Delhi,North East Delhi,North East Delhi,81.0,0.14,volume in millions,
2025-26,February,Delhi,Others,,,5.4,volume in millions,
2025-26,February,Goa,Moira,,,0.0,volume in millions,
2025-26,February,Goa,North Goa,North Goa,551.0,0.56,volume in millions,
2025-26,February,Goa,Panaji,,,0.0,volume in millions,
2025-26,February,Goa,Panjim,,,0.0,volume in millions,
2025-26,February,Goa,South Goa,South Goa,552.0,0.47,volume in millions,
2025-26,February,Gujarat,Ahmadabad,Ahmedabad,438.0,0.0,volume in millions,
